# {"t_start": 1556387814.8088303, "env_id": "SuperMarioBros-v1"} 
r,l,t
653.0,67,37431.467851
1050.0,108,37438.82243
2554.0,694,37485.777653
653.0,67,37490.102219
653.0,67,37494.878062
653.0,67,37499.818425
653.0,67,37504.255066
653.0,67,37508.388996
739.0,152,37517.998602
1044.0,149,37527.404949
1940.0,188,37540.661476
2310.0,593,37580.587067
1875.0,175,37591.773006
2696.0,559,37630.0416
2727.0,748,37680.990835
820.0,139,37689.77719
653.0,68,37694.191023
2412.0,748,37745.035101
248.0,32,37747.103593
2008.0,748,37796.789111
1711.0,162,37808.361995
2178.0,748,37859.949833
612.0,58,37863.850088
1349.0,131,37872.744847
2045.0,219,37886.549481
1863.0,166,37898.436676
1874.0,170,37909.776311
1692.0,163,37919.979332
2732.0,748,37971.090016
1731.0,178,37982.59524
1437.0,134,37991.039895
2156.0,748,38041.729052
1859.0,189,38054.834536
1438.0,135,38063.382725
1906.0,188,38076.694669
653.0,67,38081.346396
1924.0,209,38095.70882
2355.0,354,38119.851268
1438.0,142,38129.589454
1437.0,135,38138.865609
2357.0,381,38164.81119
1935.0,178,38176.375167
653.0,68,38181.587972
2339.0,433,38211.0255
1914.0,201,38224.956491
1706.0,177,38236.241603
608.0,59,38239.953759
1918.0,213,38254.780607
2304.0,620,38295.20582
2334.0,423,38324.122318
1057.0,99,38330.78744
2279.0,705,38378.937409
3021.0,512,38414.506494
822.0,129,38423.248783
2358.0,748,38473.71518
2811.0,748,38523.917286
1711.0,168,38535.84508
2039.0,748,38586.938228
1695.0,165,38598.27301
1703.0,207,38611.949561
1050.0,106,38618.782989
1707.0,164,38630.924614
1329.0,136,38640.057143
807.0,177,38652.538414
1432.0,145,38661.911109
1864.0,179,38673.251224
2213.0,748,38724.591288
1431.0,157,38735.271773
1694.0,164,38746.646337
1437.0,138,38756.266578
2339.0,416,38784.244643
1870.0,163,38796.073995
1431.0,150,38805.734523
1976.0,748,38857.007032
1873.0,172,38868.152085
2050.0,748,38918.796127
2036.0,236,38935.095286
1694.0,163,38946.042608
1055.0,99,38952.303238
1936.0,188,38965.656311
1901.0,293,38985.767199
2780.0,748,39037.017425
2732.0,748,39086.904423
1698.0,181,39099.954832
1583.0,150,39109.719596
2705.0,518,39144.117382
1580.0,151,39153.764029
1699.0,157,39165.092411
2721.0,748,39216.544194
2956.0,748,39266.604661
1585.0,146,39277.116061
1683.0,273,39295.457538
1573.0,173,39307.250558
1846.0,191,39319.728409
1580.0,145,39330.2068
1575.0,164,39340.640036
1578.0,156,39351.861417
2759.0,748,39402.999593
1564.0,178,39415.258096
1083.0,106,39422.429408
611.0,61,39426.413039
1872.0,180,39438.13732
1440.0,143,39447.080848
2617.0,427,39476.446404
2394.0,748,39525.971801
2209.0,748,39576.281301
1723.0,213,39590.922402
2267.0,748,39641.729815
2674.0,748,39693.118831
2293.0,590,39732.445804
2571.0,588,39773.425445
1866.0,188,39786.30979
1593.0,143,39795.429511
1713.0,175,39807.889939
1580.0,145,39817.558332
1867.0,173,39829.343687
1580.0,147,39838.588464
2162.0,748,39890.257172
1589.0,146,39899.580039
613.0,58,39904.065814
1877.0,170,39915.788115
1859.0,228,39931.038906
2818.0,748,39982.152012
2321.0,481,40013.378762
2862.0,748,40064.647181
1687.0,184,40076.36952
1686.0,174,40088.715128
2297.0,576,40128.135163
1850.0,201,40141.839041
1438.0,145,40151.828669
2674.0,652,40196.423196
817.0,130,40205.2554
1061.0,157,40216.30117
2807.0,748,40267.045622
2357.0,320,40287.762832
2428.0,748,40339.048536
1338.0,129,40347.991526
1865.0,181,40360.117123
1347.0,132,40368.954728
2738.0,748,40419.363202
1850.0,320,40441.521311
1563.0,225,40456.658678
3021.0,589,40496.794872
1708.0,169,40507.402607
621.0,60,40511.083786
1860.0,182,40523.564636
1706.0,165,40534.636227
1689.0,177,40546.856105
1348.0,128,40555.717252
1936.0,185,40567.55895
1421.0,226,40583.134203
1054.0,113,40590.438972
653.0,67,40594.810117
826.0,109,40601.860798
1573.0,234,40618.118037
1874.0,185,40629.942159
1716.0,189,40643.278885
2343.0,455,40674.111249
1586.0,148,40683.393097
1361.0,125,40691.280954
1065.0,100,40698.154535
1706.0,173,40710.005871
1056.0,106,40716.49845
1587.0,164,40727.340919
1861.0,211,40740.606746
614.0,64,40744.903818
1862.0,188,40758.547303
2729.0,748,40807.416214
1322.0,171,40819.322828
1692.0,163,40829.3632
1054.0,102,40836.230217
1709.0,194,40847.966596
1578.0,156,40857.346575
1876.0,177,40868.521348
1938.0,196,40880.443094
1712.0,164,40891.250926
2589.0,637,40931.962221
2620.0,503,40964.213908
2045.0,748,41011.089167
610.0,59,41014.56519
1592.0,152,41024.421248
2605.0,748,41070.757423
2355.0,748,41118.025917
2220.0,748,41164.912585
1583.0,161,41174.587285
1873.0,173,41185.755442
630.0,67,41189.689844
2770.0,748,41237.817873
3005.0,627,41277.77195
1580.0,146,41287.254334
1710.0,158,41297.192525
1429.0,138,41306.652222
832.0,107,41313.614912
1440.0,139,41321.868864
1865.0,201,41335.333246
1060.0,109,41341.769156
1698.0,160,41352.513951
2801.0,748,41399.150491
2706.0,748,41445.692739
2783.0,748,41491.929585
2732.0,748,41538.26399
1581.0,151,41547.044227
1662.0,341,41566.879582
659.0,67,41570.925741
2305.0,541,41604.236964
1722.0,159,41613.903828
1568.0,211,41627.044713
2796.0,748,41674.224456
2668.0,748,41722.191828
2297.0,576,41759.967405
1576.0,152,41770.231635
2699.0,573,41805.669298
1870.0,201,41817.374127
1581.0,191,41828.932148
1049.0,142,41837.592464
1869.0,177,41848.412215
1063.0,101,41854.926875
1338.0,128,41862.877642
1704.0,162,41873.463476
2679.0,748,41919.57867
2412.0,748,41967.358789
631.0,64,41971.307785
1327.0,137,41979.607473
1695.0,179,41991.632104
2125.0,748,42039.598518
1044.0,136,42047.829948
1695.0,184,42061.058185
1439.0,134,42069.728124
1056.0,110,42076.772509
1864.0,186,42088.523845
1347.0,132,42096.489776
1598.0,141,42105.760402
2321.0,568,42139.733938
635.0,74,42143.953967
1335.0,145,42152.195939
2417.0,748,42197.304426
1717.0,152,42206.506559
2289.0,635,42247.924051
2702.0,529,42281.100013
1698.0,155,42290.240126
2800.0,748,42337.391223
1057.0,97,42343.33899
2296.0,610,42381.633615
1976.0,241,42396.41501
2674.0,748,42442.079255
1693.0,171,42451.857406
1925.0,197,42464.431459
2861.0,748,42509.91363
2915.0,748,42554.834951
2348.0,383,42578.108896
1057.0,97,42584.097272
1059.0,106,42590.06007
1827.0,194,42602.4665
2747.0,748,42647.407099
1048.0,118,42654.072198
2039.0,748,42699.753035
2590.0,594,42736.107116
1850.0,233,42750.195898
1718.0,179,42761.224677
1589.0,146,42769.666053
619.0,58,42773.017894
1153.0,130,42781.590004
2044.0,748,42826.004332
2307.0,486,42855.499268
2527.0,710,42898.500568
1586.0,155,42908.021705
2195.0,748,42953.540196
2296.0,633,42990.814857
647.0,70,42994.874445
2114.0,748,43038.904842
2383.0,748,43083.673731
2226.0,748,43128.433354
2337.0,433,43154.990541
2653.0,308,43173.405943
2567.0,526,43203.997257
2209.0,748,43249.117178
2856.0,748,43294.82707
2321.0,512,43324.451609
2188.0,748,43370.4079
618.0,61,43373.799514
2663.0,748,43417.99111
2737.0,748,43463.802342
2419.0,748,43508.256108
2595.0,542,43541.747946
1052.0,97,43547.525699
1872.0,175,43558.323487
614.0,58,43561.740998
1700.0,160,43571.483144
1701.0,159,43581.263101
2182.0,748,43626.080081
1046.0,129,43634.574337
2731.0,748,43679.924088
1963.0,748,43723.066266
1813.0,229,43736.213364
2045.0,241,43749.755795
1676.0,161,43759.199258
1047.0,144,43767.923881
1061.0,107,43774.026238
1441.0,140,43782.763934
1053.0,125,43790.465085
2401.0,748,43834.776801
1439.0,139,43843.936895
1055.0,102,43850.117157
2318.0,522,43881.755989
1584.0,147,43890.154027
606.0,57,43893.366566
1711.0,160,43903.328499
1873.0,165,43913.459571
1858.0,210,43926.232949
1869.0,179,43937.243951
611.0,63,43941.102818
996.0,376,43964.045353
1046.0,130,43971.944306
1945.0,208,43984.34965
1687.0,159,43993.93631
1894.0,253,44009.653425
1930.0,204,44022.16882
1704.0,200,44034.276832
1684.0,168,44043.964805
2350.0,336,44064.995148
1586.0,149,44074.164678
2697.0,555,44107.746462
1719.0,168,44117.746762
2850.0,748,44163.535485
1035.0,176,44174.06694
822.0,127,44182.08089
1437.0,147,44191.003832
1038.0,165,44200.588762
3449.0,1473,44290.290931
2204.0,748,44335.796249
1053.0,116,44342.898061
2668.0,748,44388.481312
2817.0,748,44433.986837
2592.0,577,44468.487504
2153.0,748,44514.507715
1341.0,122,44521.953262
1796.0,204,44534.471539
1349.0,135,44542.707772
1974.0,748,44588.062783
2601.0,469,44616.476342
2716.0,381,44639.280241
2423.0,748,44684.662452
1442.0,133,44692.688392
1052.0,97,44698.158574
1739.0,152,44708.08819
1873.0,182,44719.080273
802.0,229,44733.111559
2024.0,324,44752.136364
1703.0,165,44762.813822
1738.0,157,44771.778552
1858.0,178,44783.278875
1862.0,168,44792.855738
1336.0,148,44801.57425
1856.0,166,44812.117385
1700.0,215,44824.261797
2630.0,312,44843.775602
1331.0,171,44854.137706
1705.0,154,44863.471772
2512.0,748,44909.119707
2584.0,595,44945.265697
2983.0,653,44985.063886
1709.0,166,44995.08539
1696.0,154,45003.868724
1562.0,246,45019.589294
2033.0,748,45064.291665
1563.0,284,45080.719417
2281.0,722,45124.239581
1582.0,158,45133.850909
1590.0,140,45141.580283
1694.0,155,45150.846972
1428.0,202,45163.147499
2583.0,600,45199.515421
2552.0,735,45243.702073
1565.0,240,45257.566851
2383.0,226,45270.380965
2656.0,277,45287.475846
2850.0,748,45332.719497
2238.0,748,45377.225546
1427.0,203,45390.10283
1715.0,161,45399.853694
1933.0,175,45410.523344
2172.0,748,45454.927992
1872.0,199,45466.669276
800.0,132,45474.150148
1335.0,143,45482.653166
2577.0,608,45519.508396
2365.0,748,45564.373044
653.0,67,45568.100827
2844.0,748,45612.438679
2556.0,743,45656.717957
1695.0,165,45666.919321
1936.0,181,45678.00954
1684.0,225,45691.692562
1843.0,267,45707.633038
627.0,66,45711.972271
2850.0,748,45756.750252
1691.0,188,45768.0185
2652.0,281,45784.782173
1865.0,169,45794.993936
613.0,58,45798.22541
2591.0,586,45834.302922
2014.0,748,45880.474122
2346.0,350,45900.552158
1707.0,203,45912.05115
1932.0,226,45926.26797
2594.0,510,45957.226561
1445.0,139,45965.661767
2758.0,748,46011.352285
1695.0,167,46021.599187
1347.0,136,46029.876104
1045.0,155,46039.236672
1057.0,99,46044.846391
2283.0,748,46090.01532
1331.0,142,46098.717502
2611.0,526,46130.81853
2576.0,647,46170.137044
244.0,31,46171.932714
1688.0,163,46181.808707
2976.0,709,46224.465254
1340.0,121,46231.875906
2293.0,663,46272.173428
1065.0,98,46278.022095
731.0,158,46287.31812
1681.0,199,46299.601821
653.0,68,46303.463442
1362.0,127,46311.757323
250.0,27,46313.473788
1324.0,167,46323.602895
2606.0,511,46354.610345
2044.0,748,46400.095529
1051.0,106,46406.054681
1064.0,107,46412.153579
1050.0,132,46419.660991
2345.0,452,46446.698411
2634.0,412,46471.438065
1332.0,129,46478.732278
1322.0,223,46492.76825
1058.0,97,46498.77175
1439.0,153,46507.479868
1074.0,121,46514.322743
1057.0,104,46520.894116
1057.0,99,46527.183461
1058.0,99,46532.825394
1046.0,122,46539.787699
1576.0,240,46554.726182
2172.0,748,46600.329985
2992.0,657,46640.331172
1046.0,164,46650.238917
1434.0,138,46658.07135
775.0,336,46678.62623
1729.0,163,46689.1077
1701.0,169,46699.296319
2043.0,748,46744.911415
2323.0,489,46774.818878
2407.0,748,46819.185382
810.0,157,46829.305956
1061.0,107,46835.759748
2479.0,748,46881.108829
2607.0,540,46914.123042
2332.0,427,46940.169362
1997.0,748,46985.554359
2628.0,413,47010.703588
1859.0,245,47025.671239
2292.0,651,47063.929678
2187.0,748,47109.539513
2612.0,457,47137.370826
237.0,34,47139.324691
2045.0,748,47183.761383
1790.0,565,47218.433828
409.0,748,47264.129678
2306.0,625,47300.628551
2796.0,748,47346.269542
2044.0,748,47392.181494
1735.0,162,47401.687314
1735.0,163,47411.971463
1926.0,245,47426.913376
2592.0,519,47460.017577
1053.0,128,47468.079383
2321.0,521,47500.542404
2328.0,483,47531.137382
1074.0,110,47538.092897
822.0,125,47545.959606
2172.0,748,47593.981529
2360.0,288,47612.44494
652.0,73,47616.631087
1433.0,209,47628.961065
760.0,307,47647.887942
652.0,68,47651.68992
1061.0,111,47658.866058
1857.0,182,47670.144691
2592.0,551,47703.540268
2456.0,748,47748.542018
1063.0,104,47754.947547
1852.0,187,47766.225405
1353.0,132,47774.306289
1069.0,108,47780.380351
2402.0,748,47825.226029
1065.0,97,47831.061127
1704.0,153,47839.929355
2336.0,445,47866.35026
2334.0,748,47912.524086
2666.0,709,47955.179612
2367.0,305,47973.892577
1678.0,230,47987.043268
1127.0,308,48005.817897
1444.0,135,48013.531389
1454.0,128,48021.938667
1057.0,106,48028.202823
1579.0,177,48039.004073
1340.0,121,48046.487894
1689.0,223,48059.613808
1858.0,173,48069.526217
2732.0,748,48115.643543
1173.0,112,48122.435812
1128.0,141,48131.108972
1704.0,188,48142.528989
1128.0,130,48150.468852
1932.0,221,48163.919591
1062.0,110,48170.647895
2737.0,748,48215.57728
2178.0,748,48260.66864
1697.0,182,48272.323668
2336.0,472,48299.808037
750.0,213,48313.201999
1058.0,120,48320.119872
1337.0,166,48330.787924
1052.0,118,48337.4348
2178.0,748,48383.463296
2859.0,748,48427.834033
1064.0,97,48434.397341
1057.0,105,48440.703861
1057.0,100,48446.788193
1064.0,97,48452.227145
1064.0,97,48457.777612
1058.0,106,48463.84928
1058.0,99,48469.398506
1060.0,115,48475.879765
2193.0,748,48521.324891
1062.0,108,48527.838392
1348.0,131,48535.807545
612.0,57,48538.949439
1868.0,175,48548.925499
2418.0,748,48594.431209
2358.0,748,48640.086761
2348.0,422,48665.714901
2557.0,710,48708.826254
1057.0,100,48714.937823
1056.0,109,48721.077554
1701.0,183,48732.853411
2336.0,469,48761.336442
2172.0,748,48806.239719
1355.0,126,48814.479088
1355.0,126,48822.135509
1440.0,137,48830.211136
614.0,58,48833.490589
611.0,57,48836.791009
2849.0,748,48881.911166
2860.0,748,48927.204573
2323.0,511,48957.533325
1348.0,136,48966.443896
2597.0,605,49002.964841
1051.0,164,49013.190543
1164.0,134,49021.237363
1873.0,176,49031.99052
1053.0,97,49038.066841
2851.0,748,49083.63193
2071.0,748,49129.192589
822.0,127,49136.40208
1053.0,150,49145.986205
1072.0,128,49153.608211
1435.0,162,49162.811588
1928.0,181,49174.142966
976.0,503,49204.389145
2861.0,748,49250.25197
2580.0,640,49289.493131
434.0,748,49336.630638
653.0,67,49340.886524
1056.0,98,49346.528461
652.0,68,49350.376401
1058.0,97,49355.851249
1053.0,112,49362.648367
2780.0,748,49409.286054
1056.0,106,49415.786559
1056.0,97,49421.788653
1592.0,152,49431.422444
1585.0,149,49439.971198
2726.0,748,49487.084324
1057.0,127,49495.480912
1056.0,105,49501.798831
641.0,75,49506.155761
1045.0,163,49515.654155
1043.0,134,49524.636854
2697.0,748,49570.403792
2303.0,580,49605.927406
2667.0,748,49651.115244
2618.0,435,49677.801521
2612.0,495,49708.661605
2402.0,748,49754.891881
828.0,125,49762.589762
1049.0,122,49770.111458
2700.0,564,49803.642075
1712.0,196,49816.011653
181.0,58,49819.625075
2551.0,669,49860.638497
1430.0,150,49869.859672
1014.0,323,49889.709824
1039.0,194,49902.147079
1745.0,153,49911.548794
619.0,58,49914.877862
619.0,58,49918.222688
1438.0,152,49928.154606
2195.0,748,49972.394714
1707.0,187,49984.417597
2602.0,469,50013.29425
2994.0,670,50054.232802
1585.0,156,50063.858929
1432.0,135,50072.131214
1585.0,153,50081.005887
1057.0,129,50088.415376
2188.0,748,50133.26978
2055.0,748,50179.227282
1702.0,168,50189.650987
1924.0,196,50201.049475
1915.0,264,50217.372326
820.0,141,50225.441234
1065.0,113,50232.59204
1944.0,204,50244.892343
1589.0,148,50254.312559
1356.0,137,50262.722183
2319.0,524,50294.809879
1866.0,208,50307.068077
1879.0,197,50319.696947
818.0,176,50330.399753
720.0,99,50336.527285
1579.0,179,50347.301249
1457.0,218,50361.050329
2277.0,733,50404.677499
1932.0,205,50417.956379
1674.0,250,50433.660298
2551.0,737,50480.334211
2775.0,748,50526.460429
2688.0,546,50560.57748
1591.0,141,50569.672185
1041.0,155,50579.344555
2049.0,748,50625.502723
2728.0,456,50653.444138
1727.0,157,50662.675075
2039.0,224,50677.514754
1699.0,173,50688.819794
1350.0,154,50698.802281
1929.0,184,50710.765755
2341.0,351,50732.85412
1345.0,129,50740.854423
2292.0,623,50779.344545
1325.0,254,50794.810537
2167.0,748,50842.377986
1050.0,138,50851.513263
608.0,67,50855.625367
1996.0,748,50901.555279
2407.0,748,50947.465359
2034.0,748,50993.452454
2215.0,748,51037.855008
1055.0,108,51044.661883
1058.0,108,51051.743908
2647.0,401,51076.396679
1582.0,154,51086.631058
1158.0,122,51094.697677
1445.0,235,51109.206125
1057.0,98,51115.009765
2320.0,472,51145.967036
1916.0,225,51162.022842
1913.0,183,51174.381262
1051.0,110,51181.408736
616.0,80,51186.421227
1345.0,155,51196.144462
3005.0,623,51236.747006
615.0,80,51241.811208
1593.0,152,51251.930457
2672.0,748,51298.879902
1697.0,189,51310.346937
1056.0,107,51317.181732
1724.0,163,51327.410461
1583.0,151,51336.385669
2044.0,748,51383.524214
243.0,31,51385.346496
241.0,29,51387.103503
1048.0,142,51395.856196
2204.0,748,51443.007863
1931.0,183,51454.698828
2034.0,242,51469.381724
2035.0,216,51483.221542
2049.0,748,51528.281019
612.0,57,51532.260492
2044.0,748,51578.459478
2172.0,748,51623.755164
1707.0,156,51633.647125
1073.0,111,51640.925732
1345.0,130,51649.161509
1434.0,135,51657.56019
1429.0,168,51667.486178
1156.0,127,51675.920408
1862.0,172,51685.972814
1437.0,127,51693.259439
1048.0,112,51700.75949
611.0,58,51704.403433
1932.0,184,51715.869481
1866.0,171,51726.481023
1345.0,173,51736.669097
1867.0,192,51749.240657
1052.0,113,51755.820553
1869.0,170,51766.996822
1688.0,268,51784.491207
1710.0,157,51794.145481
1939.0,174,51805.550608
1047.0,105,51811.982113
2326.0,748,51858.246833
630.0,75,51862.826494
1923.0,179,51873.629394
2323.0,502,51904.304158
252.0,27,51906.029963
618.0,58,51909.534636
1855.0,205,51921.955775
2862.0,748,51968.264787
1062.0,113,51975.45887
1869.0,194,51988.339247
1047.0,133,51996.677832
1363.0,569,52031.980773
1040.0,253,52047.810979
1048.0,148,52056.336245
2288.0,689,52098.665052
2930.0,748,52143.898693
2981.0,742,52189.755827
2177.0,748,52234.816968
1045.0,108,52241.013664
610.0,60,52244.84105
1343.0,161,52255.268825
1927.0,213,52268.212103
235.0,32,52270.135056
1052.0,122,52278.421516
1569.0,170,52288.991887
1341.0,128,52296.380057
978.0,435,52323.140119
1422.0,137,52331.225841
1935.0,181,52341.752292
1930.0,177,52353.79473
1932.0,182,52364.903484
1859.0,183,52375.762461
1050.0,109,52382.510376
2189.0,748,52431.080908
1919.0,218,52445.549009
1935.0,176,52456.737609
1428.0,160,52466.03924
2038.0,225,52480.538996
656.0,68,52485.033407
1315.0,242,52499.24728
2029.0,221,52513.575476
1324.0,155,52522.889907
252.0,27,52524.61641
1044.0,117,52532.656981
2214.0,748,52579.03097
715.0,173,52589.084799
1052.0,149,52598.925555
617.0,58,52602.4145
1062.0,112,52608.935318
1866.0,216,52623.321483
1425.0,142,52632.456787
797.0,229,52646.934967
1343.0,139,52655.027005
1040.0,194,52667.409659
1981.0,748,52713.744858
1318.0,161,52723.229374
1332.0,145,52732.925706
630.0,88,52738.563744
604.0,86,52743.940814
1885.0,395,52768.043449
1324.0,136,52775.856774
1882.0,496,52806.138806
1923.0,242,52820.401959
1343.0,134,52829.331964
1337.0,157,52838.987508
1332.0,186,52850.347523
1920.0,188,52862.264064
1037.0,180,52873.672256
1338.0,185,52885.184321
1849.0,217,52899.304268
1346.0,127,52907.27968
1322.0,214,52921.10422
1678.0,284,52939.678555
1579.0,164,52950.090003
1338.0,158,52959.426596
1293.0,382,52983.642714
1341.0,169,52994.196911
1923.0,208,53007.557293
1323.0,149,53017.057709
2033.0,748,53064.598206
1316.0,300,53083.712839
1927.0,175,53094.593771
2042.0,210,53107.801684
1918.0,168,53118.698511
1924.0,175,53129.70467
1071.0,96,53135.725466
1331.0,132,53144.026232
1322.0,165,53153.982295
1335.0,132,53162.593451
1359.0,123,53170.731445
1860.0,163,53181.945326
1865.0,168,53192.483694
1918.0,168,53202.915166
1969.0,748,53248.2197
1700.0,169,53259.08156
1863.0,198,53271.234289
1857.0,192,53282.745881
1922.0,198,53295.32386
609.0,58,53298.832922
1056.0,112,53305.189601
1928.0,174,53316.451124
1345.0,127,53324.231631
1335.0,121,53331.605048
1340.0,141,53340.348234
1855.0,267,53357.028477
1930.0,179,53367.361845
1424.0,225,53381.705473
1047.0,129,53389.61576
1699.0,195,53401.695728
633.0,70,53405.904294
604.0,85,53411.153605
815.0,137,53419.559942
1867.0,472,53447.862514
1868.0,170,53458.908376
1868.0,170,53468.693161
1312.0,748,53514.674679
794.0,243,53529.068517
1658.0,321,53549.352632
1710.0,159,53558.476473
808.0,175,53569.796376
1917.0,174,53580.323031
1680.0,239,53594.474202
613.0,79,53599.565861
1574.0,205,53612.452631
611.0,59,53615.944567
1041.0,153,53625.305622
1042.0,116,53632.562573
1052.0,117,53639.825131
639.0,138,53647.721055
1706.0,161,53657.00668
1332.0,136,53666.012622
1571.0,247,53681.158217
1315.0,228,53694.618896
1919.0,219,53708.070541
1684.0,202,53720.910967
1872.0,218,53733.65133
1920.0,200,53746.440895
1854.0,194,53757.855984
1927.0,180,53768.258373
1691.0,179,53778.951016
973.0,523,53810.417935
244.0,30,53812.183825
712.0,748,53858.018772
1052.0,102,53863.885255
531.0,748,53910.214281
1926.0,186,53921.751624
1919.0,200,53933.915884
684.0,449,53961.663981
1510.0,570,53996.242117
240.0,33,53998.123979
1327.0,137,54007.041522
1668.0,303,54025.231759
634.0,137,54034.048972
1688.0,168,54044.459799
743.0,493,54074.154827
1316.0,255,54089.853759
813.0,123,54097.820064
1689.0,172,54108.069507
1318.0,172,54117.899147
1865.0,196,54130.470099
1576.0,150,54139.102322
1848.0,287,54156.92824
1381.0,425,54183.37168
1809.0,420,54207.747069
1325.0,138,54216.218154
1322.0,132,54224.543953
1326.0,268,54241.073188
1268.0,391,54264.122877
1827.0,362,54286.116078
627.0,204,54297.981437
1585.0,154,54308.004487
1859.0,167,54318.18895
1047.0,230,54332.339982
531.0,748,54377.146859
398.0,748,54422.937138
570.0,457,54451.021213
2039.0,748,54496.160337
639.0,144,54505.673786
1640.0,324,54525.63341
234.0,35,54527.710054
820.0,142,54535.84863
239.0,32,54537.727985
239.0,32,54539.966651
1702.0,199,54552.556345
550.0,332,54571.646395
1045.0,112,54579.042532
241.0,31,54581.017019
241.0,31,54582.903722
241.0,33,54584.851548
241.0,31,54586.744888
241.0,31,54588.752249
1577.0,171,54598.647535
1577.0,158,54608.899105
241.0,31,54610.799252
241.0,32,54612.678596
241.0,31,54614.577586
815.0,138,54622.906742
241.0,32,54624.68045
1360.0,559,54659.300377
239.0,33,54661.412662
1350.0,165,54671.503615
241.0,33,54673.446651
821.0,133,54681.561795
647.0,74,54685.677875
1694.0,171,54696.677962
813.0,122,54704.160786
1860.0,192,54715.337339
1636.0,494,54746.187611
1676.0,217,54759.061221
398.0,748,54805.491736
1344.0,151,54814.763255
238.0,30,54816.513505
238.0,30,54818.282671
1472.0,695,54860.715601
1715.0,159,54869.780812
1317.0,133,54878.242739
1161.0,113,54885.207304
1234.0,748,54930.546053
1044.0,118,54938.451856
627.0,120,54945.782655
1351.0,143,54954.547397
222.0,38,54956.762759
216.0,38,54958.96645
216.0,38,54961.079929
205.0,44,54963.57835
398.0,748,55010.073831
1347.0,145,55018.381821
208.0,42,55020.845177
204.0,43,55023.306045
227.0,36,55025.315481
208.0,44,55027.833449
219.0,39,55030.123507
242.0,29,55032.132813
1319.0,137,55040.9138
226.0,36,55042.992387
819.0,143,55051.387247
231.0,35,55053.866265
1698.0,171,55064.214802
638.0,141,55072.240406
1668.0,165,55082.539958
1588.0,157,55092.246067
1710.0,158,55102.03258
600.0,69,55106.141623
1714.0,180,55117.290243
1706.0,293,55135.286809
1055.0,110,55142.048165
1352.0,120,55148.989526
634.0,137,55157.519099
647.0,72,55162.226254
1006.0,313,55181.406614
1046.0,107,55187.902172
1044.0,101,55194.049847
1684.0,163,55204.138837
1579.0,163,55213.777638
1862.0,167,55223.346541
1860.0,168,55232.9758
1871.0,195,55245.477029
1335.0,121,55252.929513
1862.0,167,55263.145929
648.0,68,55267.420954
1857.0,174,55277.996848
1351.0,129,55285.924926
526.0,748,55331.806751
1041.0,174,55342.395141
1016.0,313,55361.6152
1325.0,219,55374.57893
1058.0,125,55382.582072
1014.0,325,55402.609931
607.0,188,55413.973052
722.0,189,55425.625252
617.0,145,55434.532763
565.0,301,55452.899966
592.0,276,55469.859545
631.0,155,55478.844059
1263.0,615,55516.965035
624.0,105,55523.451488
1429.0,210,55535.760501
633.0,71,55540.624338
250.0,30,55542.538457
757.0,184,55553.716695
1307.0,218,55567.063756
193.0,52,55570.378965
221.0,41,55572.870243
800.0,292,55590.758937
251.0,30,55592.432363
619.0,211,55604.306101
626.0,68,55608.506491
684.0,411,55633.133939
618.0,64,55637.332458
786.0,283,55654.370767
615.0,223,55668.642978
251.0,30,55670.554725
1018.0,299,55688.237663
1043.0,160,55698.718982
1154.0,121,55705.714715
582.0,274,55722.808065
1044.0,171,55732.996305
632.0,71,55737.946635
575.0,284,55755.223058
619.0,89,55760.743856
625.0,74,55765.274626
587.0,168,55775.580114
1035.0,178,55786.361741
1438.0,151,55795.610363
618.0,74,55800.235414
250.0,30,55802.004663
1002.0,379,55825.36175
620.0,109,55832.09049
775.0,344,55852.839757
2226.0,748,55898.030957
726.0,245,55913.309727
773.0,323,55933.135074
1025.0,261,55948.060349
1003.0,309,55966.99956
249.0,33,55968.903651
244.0,33,55970.837341
1888.0,333,55991.213699
223.0,84,55995.915643
620.0,206,56007.942878
615.0,81,56013.472652
1036.0,222,56026.964496
1003.0,409,56051.542606
612.0,100,56057.671573
567.0,296,56075.702983
627.0,95,56081.572373
1414.0,253,56096.615319
816.0,160,56105.76365
1158.0,330,56126.521966
1398.0,365,56148.971779
243.0,36,56151.065965
243.0,36,56153.108834
243.0,36,56155.106213
622.0,95,56160.960965
1044.0,209,56173.905231
601.0,179,56185.193094
732.0,579,56220.68797
732.0,273,56237.640702
239.0,38,56240.005839
1035.0,226,56253.512561
1406.0,254,56269.375134
590.0,125,56276.787328
243.0,36,56279.055101
230.0,40,56282.278315
217.0,46,56285.463112
217.0,46,56288.326204
1323.0,239,56302.754417
144.0,72,56307.438697
251.0,748,56353.066826
247.0,748,56398.833895
224.0,44,56401.475832
220.0,46,56404.197601
822.0,158,56413.955871
225.0,43,56416.631601
226.0,44,56419.211163
233.0,41,56421.524041
226.0,44,56423.96978
698.0,400,56448.264892
226.0,43,56450.657179
226.0,44,56453.147573
226.0,44,56455.738306
209.0,50,56459.287783
543.0,360,56480.916926
223.0,44,56483.488506
569.0,328,56504.125994
491.0,598,56540.195815
632.0,87,56545.110473
404.0,748,56590.158236
1342.0,163,56600.757902
702.0,701,56643.613978
235.0,39,56645.790965
235.0,39,56647.95145
1025.0,334,56668.990893
231.0,40,56671.329763
1268.0,444,56698.244711
232.0,40,56700.478755
242.0,36,56702.586853
580.0,137,56711.626866
