# {"t_start": 1556387814.8088303, "env_id": "SuperMarioBros-v1"} 
r,l,t
250.0,30,63499.357455
248.0,30,63501.154855
251.0,30,63502.82908
251.0,30,63504.539188
251.0,30,63506.307936
251.0,30,63508.175719
248.0,30,63510.297629
251.0,30,63512.344467
250.0,30,63514.253643
251.0,30,63516.11186
252.0,29,63517.834858
251.0,30,63519.591407
251.0,30,63521.249876
251.0,31,63522.958121
251.0,30,63524.692933
251.0,30,63526.441643
251.0,30,63528.332014
251.0,30,63530.458393
251.0,31,63532.543031
249.0,29,63534.414765
251.0,30,63536.257488
251.0,30,63538.02555
251.0,30,63539.800525
252.0,30,63541.701532
251.0,30,63543.606633
251.0,30,63545.366825
251.0,30,63547.134834
583.0,232,63561.39634
599.0,139,63569.354065
251.0,30,63571.100949
251.0,30,63572.812206
251.0,30,63574.472777
781.0,360,63596.894091
612.0,277,63613.884827
644.0,145,63622.735485
251.0,30,63624.561387
251.0,30,63626.479428
757.0,455,63654.28312
251.0,30,63656.088468
251.0,30,63657.995683
250.0,30,63659.892641
250.0,30,63661.643668
250.0,30,63663.404594
250.0,30,63665.298017
250.0,30,63667.195027
250.0,30,63668.99312
250.0,30,63670.744703
723.0,245,63685.235755
248.0,29,63686.931348
251.0,30,63688.635675
251.0,30,63690.306924
251.0,30,63691.993977
249.0,30,63693.738143
250.0,30,63695.500013
250.0,30,63697.565226
250.0,30,63699.699103
585.0,225,63712.998769
244.0,35,63715.045029
251.0,30,63717.009304
250.0,30,63719.139462
251.0,30,63721.114934
250.0,30,63723.042913
251.0,30,63724.853693
251.0,30,63726.59693
251.0,30,63728.400975
251.0,30,63730.318572
623.0,116,63737.424955
251.0,30,63739.338726
250.0,30,63741.146226
251.0,30,63742.925148
251.0,30,63744.648168
251.0,30,63746.325335
250.0,30,63747.99684
955.0,612,63785.316903
251.0,30,63787.22194
251.0,30,63789.050167
251.0,30,63790.825904
244.0,35,63792.959057
251.0,30,63794.876241
240.0,33,63796.887681
805.0,216,63809.64104
251.0,30,63811.770763
251.0,30,63813.690464
251.0,30,63815.627117
615.0,264,63832.096934
251.0,30,63834.005416
251.0,30,63835.924373
623.0,112,63842.792541
244.0,35,63844.921479
250.0,31,63846.736593
251.0,30,63848.468333
251.0,30,63850.145086
251.0,30,63851.80979
251.0,30,63853.597667
251.0,30,63855.362824
251.0,30,63857.369198
251.0,30,63859.507572
610.0,289,63877.3301
251.0,30,63879.244695
251.0,30,63881.054235
251.0,30,63882.800806
630.0,214,63896.060727
251.0,30,63897.82423
795.0,244,63912.821693
251.0,30,63914.597215
250.0,30,63916.380134
251.0,30,63918.29249
251.0,30,63920.214148
251.0,30,63921.978775
251.0,30,63923.742821
626.0,134,63931.394937
251.0,30,63933.098583
235.0,39,63935.26291
251.0,30,63936.988693
701.0,394,63961.595298
232.0,40,63964.135356
232.0,40,63966.468348
232.0,40,63968.879081
232.0,40,63971.441496
232.0,40,63973.867674
232.0,40,63976.226438
232.0,40,63978.779768
538.0,377,64001.798788
596.0,148,64010.928551
232.0,41,64013.42233
232.0,40,64015.787299
232.0,40,64018.023555
602.0,135,64026.179182
235.0,39,64028.873965
228.0,41,64031.487644
231.0,39,64033.827432
608.0,297,64050.8241
250.0,30,64052.546473
251.0,31,64054.269507
251.0,30,64055.943566
250.0,30,64057.682155
251.0,30,64059.447576
251.0,30,64061.425981
605.0,144,64070.69317
232.0,40,64073.105277
232.0,40,64075.655496
232.0,40,64078.057191
561.0,396,64102.844809
251.0,30,64104.720806
600.0,339,64125.460388
251.0,30,64127.216184
251.0,30,64129.037627
251.0,30,64130.960382
249.0,30,64132.82371
251.0,30,64134.587781
251.0,30,64136.368105
251.0,30,64138.276527
250.0,30,64140.181286
249.0,30,64141.936043
712.0,272,64158.017046
617.0,153,64168.013692
251.0,30,64169.800594
251.0,30,64171.554683
251.0,30,64173.41312
251.0,30,64175.332518
251.0,30,64177.173972
250.0,30,64178.942626
251.0,30,64180.68124
251.0,30,64182.379504
251.0,30,64184.051241
251.0,30,64185.822942
251.0,30,64187.630207
251.0,30,64189.670194
251.0,30,64191.969586
250.0,29,64193.898759
251.0,30,64195.923297
251.0,30,64197.809849
589.0,331,64218.417434
251.0,30,64220.333326
251.0,30,64222.011212
249.0,29,64223.653962
795.0,293,64242.265219
251.0,30,64244.182187
251.0,30,64245.959883
251.0,30,64247.749097
251.0,30,64249.546371
738.0,546,64282.777947
617.0,139,64291.951135
251.0,30,64293.754331
250.0,30,64295.498618
251.0,30,64297.346502
250.0,30,64299.269927
248.0,28,64301.013029
251.0,30,64302.78314
251.0,30,64304.583317
587.0,288,64321.246453
250.0,30,64323.394975
250.0,30,64325.407721
251.0,30,64327.314149
251.0,30,64329.148448
251.0,30,64330.932602
251.0,30,64332.744876
251.0,30,64334.684579
250.0,30,64336.577374
251.0,30,64338.330345
250.0,30,64340.090101
250.0,30,64341.802096
250.0,30,64343.578436
248.0,30,64345.385132
250.0,30,64347.155495
250.0,30,64348.897731
250.0,30,64350.564344
617.0,141,64359.233784
251.0,30,64361.269314
250.0,30,64363.184001
250.0,30,64365.034699
251.0,30,64366.796332
249.0,30,64368.532939
251.0,30,64370.194679
251.0,30,64371.863347
240.0,33,64373.760571
250.0,30,64375.513392
622.0,125,64383.813659
251.0,30,64385.622446
245.0,35,64387.677942
620.0,101,64393.386098
250.0,30,64395.134537
250.0,30,64396.97433
250.0,30,64399.107443
250.0,30,64401.157001
250.0,30,64403.076812
567.0,297,64421.560785
251.0,30,64423.32637
251.0,30,64425.13561
251.0,30,64427.064636
251.0,28,64428.824631
250.0,30,64430.604318
624.0,98,64436.148835
250.0,30,64437.892593
251.0,30,64439.644838
644.0,144,64449.124235
251.0,30,64450.897409
244.0,35,64452.997423
251.0,30,64454.927419
251.0,30,64456.804421
251.0,30,64458.560607
251.0,30,64460.325394
251.0,30,64462.213395
251.0,30,64464.127906
531.0,748,64509.810684
251.0,30,64511.729326
252.0,31,64513.603602
251.0,30,64515.354263
251.0,30,64517.072891
251.0,30,64518.726378
252.0,31,64520.428942
972.0,501,64551.567239
251.0,30,64553.3885
251.0,30,64555.290347
251.0,30,64557.148201
251.0,30,64558.921183
251.0,30,64560.661847
251.0,30,64562.360297
251.0,30,64564.029021
251.0,30,64565.75381
251.0,30,64567.509735
251.0,30,64569.420217
732.0,580,64605.58658
251.0,30,64607.386032
251.0,30,64609.183328
251.0,30,64611.100693
251.0,30,64612.975539
251.0,30,64614.745946
251.0,30,64616.504245
252.0,30,64618.392917
251.0,30,64620.304073
251.0,30,64622.101263
251.0,30,64623.863157
250.0,30,64625.565157
250.0,30,64627.220116
251.0,30,64628.899227
251.0,30,64630.650167
248.0,28,64632.284283
251.0,30,64634.329798
251.0,30,64636.452821
251.0,30,64638.38893
251.0,30,64640.29789
251.0,30,64642.085875
251.0,30,64643.840539
248.0,28,64645.536691
251.0,30,64647.465347
251.0,30,64649.331252
251.0,30,64651.090238
251.0,30,64652.865175
251.0,30,64654.768486
251.0,30,64656.681386
251.0,30,64658.445429
251.0,30,64660.212851
614.0,127,64667.966496
237.0,37,64670.253929
232.0,40,64672.821622
232.0,40,64675.161057
232.0,40,64677.575039
231.0,40,64680.11623
232.0,40,64682.514032
232.0,40,64684.873088
232.0,40,64687.417358
230.0,41,64689.937234
232.0,40,64692.268022
231.0,40,64694.538814
232.0,40,64696.750232
232.0,40,64699.107903
232.0,40,64701.602286
232.0,40,64704.446382
231.0,40,64707.022916
232.0,40,64709.495353
231.0,41,64711.898711
232.0,40,64714.37424
232.0,40,64716.90241
231.0,40,64719.244217
232.0,40,64721.664437
244.0,33,64723.779916
232.0,40,64726.203408
232.0,40,64728.546644
232.0,40,64730.779539
248.0,32,64732.559638
251.0,30,64734.319416
251.0,30,64736.069548
251.0,30,64738.043223
251.0,30,64740.181382
251.0,30,64742.173195
244.0,35,64744.419073
251.0,30,64746.207492
251.0,30,64747.964176
251.0,30,64749.807143
251.0,30,64751.710337
607.0,89,64757.031717
251.0,30,64758.940426
252.0,31,64760.907709
248.0,32,64762.791366
232.0,40,64765.169937
232.0,40,64767.7153
247.0,32,64769.685789
251.0,30,64771.442648
251.0,30,64773.232733
251.0,30,64775.147757
251.0,30,64777.04721
251.0,30,64778.804954
244.0,35,64780.849299
246.0,31,64782.805261
232.0,40,64785.310803
686.0,457,64813.208441
232.0,40,64815.437967
232.0,40,64817.706588
235.0,39,64819.993573
232.0,40,64822.263289
232.0,40,64824.47943
231.0,40,64826.801884
238.0,38,64829.06275
251.0,30,64831.182173
251.0,30,64833.265353
251.0,30,64835.176732
251.0,30,64837.082478
251.0,30,64838.837306
240.0,34,64840.818527
243.0,32,64842.858731
232.0,40,64845.389146
232.0,40,64847.744336
232.0,40,64850.20312
232.0,40,64852.747159
231.0,40,64855.090383
231.0,40,64857.400685
232.0,40,64859.619955
799.0,273,64876.611614
232.0,40,64879.132654
232.0,40,64881.640921
247.0,34,64883.642401
236.0,36,64885.701609
232.0,41,64887.983716
595.0,232,64902.560732
580.0,239,64917.245826
232.0,40,64919.595553
232.0,40,64921.905694
232.0,40,64924.124204
232.0,40,64926.441757
244.0,33,64928.38676
232.0,40,64931.114878
232.0,40,64933.893043
232.0,40,64936.438369
232.0,40,64938.827374
232.0,40,64941.183405
235.0,39,64943.664329
230.0,41,64946.168589
232.0,40,64948.539339
232.0,40,64951.065605
232.0,40,64953.576298
232.0,40,64955.958882
232.0,40,64958.420435
232.0,40,64960.975723
232.0,40,64963.327721
234.0,37,64965.461577
231.0,40,64967.671634
231.0,40,64969.959706
232.0,40,64972.306342
232.0,40,64974.994542
231.0,40,64977.753333
232.0,40,64980.317309
232.0,40,64982.720814
232.0,40,64985.085213
232.0,40,64987.648055
232.0,40,64990.106522
676.0,562,65024.440222
617.0,276,65041.343927
222.0,44,65044.142089
232.0,40,65046.572499
233.0,42,65049.043786
617.0,155,65058.135333
232.0,40,65060.976143
244.0,33,65063.09394
232.0,42,65065.717398
598.0,371,65088.02316
232.0,40,65090.310794
231.0,40,65092.650652
610.0,163,65103.241989
232.0,40,65105.608681
232.0,40,65108.16682
580.0,289,65125.696719
231.0,40,65128.255496
546.0,339,65148.374452
234.0,39,65150.980241
614.0,106,65157.922693
231.0,40,65160.261505
232.0,40,65162.532713
232.0,40,65164.758731
234.0,40,65167.082743
231.0,40,65169.486628
232.0,40,65172.354099
232.0,40,65175.038919
232.0,40,65177.560591
235.0,39,65179.862621
244.0,33,65181.844783
232.0,40,65184.396641
232.0,40,65186.805407
232.0,40,65189.165358
231.0,39,65191.643658
232.0,40,65194.117968
232.0,40,65196.475335
231.0,40,65198.74293
243.0,33,65200.571339
234.0,37,65202.689708
610.0,104,65209.509116
232.0,40,65212.083351
232.0,40,65214.51041
232.0,40,65216.884498
232.0,40,65219.117685
231.0,40,65221.336989
233.0,41,65223.746869
232.0,40,65226.271201
231.0,40,65229.134791
246.0,34,65231.323523
232.0,40,65233.823673
232.0,40,65236.168606
232.0,40,65238.441905
232.0,40,65240.667036
232.0,40,65242.981575
572.0,286,65260.528634
231.0,40,65262.939949
236.0,38,65265.156317
593.0,112,65272.058425
582.0,451,65299.450026
232.0,40,65301.684144
232.0,40,65304.042526
232.0,40,65306.614396
232.0,40,65309.450063
232.0,40,65312.001183
520.0,570,65346.877094
552.0,353,65368.455649
227.0,41,65370.988767
232.0,40,65373.519095
232.0,40,65375.865281
235.0,39,65378.222193
586.0,257,65393.923961
232.0,40,65396.489703
244.0,36,65398.666039
232.0,40,65401.006729
232.0,40,65403.534609
232.0,40,65406.046464
234.0,38,65408.260344
232.0,40,65410.565522
232.0,40,65412.807624
235.0,39,65415.06894
232.0,40,65417.428727
232.0,40,65420.263707
231.0,39,65422.873501
233.0,41,65425.472675
232.0,40,65427.814059
225.0,42,65430.337881
722.0,285,65447.509359
232.0,40,65450.266751
232.0,40,65452.840301
232.0,40,65455.226066
232.0,40,65457.592035
232.0,40,65460.13817
231.0,39,65462.540841
780.0,341,65483.397643
232.0,40,65485.912869
231.0,40,65488.249487
232.0,40,65490.693237
232.0,40,65493.238148
231.0,40,65495.604196
232.0,40,65497.969556
696.0,390,65520.712032
232.0,40,65523.381414
232.0,40,65526.163512
232.0,40,65528.724413
753.0,267,65544.838925
232.0,40,65547.480129
232.0,40,65549.995016
232.0,40,65552.334649
232.0,40,65554.751387
232.0,40,65557.30977
232.0,40,65559.683945
232.0,40,65562.066749
232.0,40,65564.622126
232.0,40,65567.05789
234.0,40,65569.394894
1044.0,264,65585.564118
232.0,40,65587.788351
232.0,40,65590.033808
232.0,40,65592.380579
232.0,40,65594.958556
232.0,40,65597.791552
232.0,40,65600.34371
232.0,40,65602.799355
231.0,40,65605.13279
232.0,40,65607.624931
232.0,40,65610.15228
232.0,41,65612.553875
232.0,40,65615.027873
232.0,40,65617.597002
233.0,40,65619.940544
522.0,496,65650.373372
231.0,39,65652.674673
232.0,40,65654.991038
232.0,40,65657.204784
232.0,40,65659.523285
232.0,40,65661.886535
232.0,40,65664.732255
232.0,40,65667.384673
232.0,40,65669.911277
232.0,40,65672.249184
232.0,40,65674.680682
599.0,241,65689.412442
232.0,40,65691.937039
232.0,40,65694.444713
232.0,40,65696.784425
232.0,40,65699.053886
592.0,187,65710.674736
232.0,40,65713.218112
232.0,40,65715.622675
232.0,40,65717.989835
232.0,40,65720.540465
232.0,40,65723.508221
232.0,40,65726.644902
231.0,40,65729.482291
232.0,40,65732.067862
232.0,40,65734.565845
232.0,40,65736.92534
232.0,40,65739.392951
232.0,40,65741.929984
232.0,40,65744.273221
235.0,39,65746.619927
232.0,40,65749.182235
232.0,40,65751.580017
232.0,40,65753.950636
231.0,41,65756.57754
231.0,40,65759.03242
236.0,39,65761.329777
745.0,249,65776.748669
232.0,40,65779.178742
231.0,40,65781.522814
232.0,40,65784.066294
244.0,36,65786.321738
231.0,40,65788.66262
232.0,40,65791.126904
232.0,40,65793.678014
232.0,40,65796.051441
605.0,242,65810.917052
232.0,40,65813.257708
232.0,40,65815.765777
232.0,40,65818.289715
232.0,40,65820.639345
232.0,40,65823.079848
232.0,40,65825.630808
702.0,388,65848.526518
232.0,40,65851.232759
231.0,41,65853.861906
234.0,40,65856.199982
232.0,40,65858.61551
232.0,40,65861.169921
231.0,40,65863.558839
233.0,41,65865.961841
232.0,40,65868.51034
232.0,40,65870.986383
231.0,40,65873.323743
232.0,40,65875.578821
232.0,40,65877.791173
232.0,40,65880.134566
232.0,40,65882.598758
232.0,40,65885.44587
231.0,40,65888.054035
232.0,40,65890.545798
232.0,40,65892.922282
236.0,40,65895.386499
248.0,28,65897.166817
567.0,330,65917.286509
248.0,31,65919.041037
252.0,30,65920.705639
251.0,30,65922.391344
251.0,30,65924.145055
626.0,177,65935.565276
251.0,30,65937.326681
251.0,30,65939.013373
251.0,30,65940.671659
249.0,30,65942.377508
251.0,30,65944.130995
251.0,30,65945.892839
251.0,30,65947.9979
251.0,30,65950.113895
251.0,30,65952.018616
251.0,30,65953.928883
251.0,30,65955.696795
251.0,30,65957.451875
250.0,29,65959.244072
251.0,30,65961.161725
251.0,30,65963.011143
251.0,30,65964.778609
250.0,30,65966.572799
251.0,30,65968.487968
251.0,30,65970.364573
251.0,30,65972.127349
251.0,30,65973.894217
247.0,31,65975.845851
232.0,40,65978.362948
232.0,40,65980.719567
233.0,41,65983.061641
232.0,40,65985.297349
235.0,39,65987.538166
232.0,40,65989.889983
232.0,41,65992.766799
233.0,41,65995.503724
232.0,40,65998.048172
576.0,484,66025.803651
235.0,39,66028.515947
231.0,39,66031.140891
178.0,60,66034.899595
-97.0,748,66080.555468
-72.0,748,66125.225918
-85.0,748,66171.415383
-133.0,748,66216.487396
-159.0,748,66261.999192
-136.0,748,66308.280146
-70.0,748,66354.113312
56.0,248,66368.798327
-94.0,748,66415.003253
-12.0,748,66460.725616
6.0,748,66506.292022
-163.0,748,66552.091649
-100.0,748,66597.781816
-60.0,748,66642.893269
251.0,30,66644.64545
240.0,35,66646.691609
251.0,30,66648.611294
251.0,30,66650.528943
251.0,30,66652.300699
251.0,30,66654.055616
251.0,30,66655.918613
251.0,30,66657.832804
593.0,259,66673.653337
251.0,30,66675.503779
251.0,30,66677.267697
251.0,30,66679.050357
237.0,87,66684.483911
251.0,30,66686.244405
624.0,213,66699.397634
251.0,31,66701.215302
251.0,30,66702.989996
248.0,30,66704.913357
251.0,30,66706.823417
251.0,30,66708.580894
249.0,30,66710.338651
250.0,30,66712.198277
251.0,30,66714.1143
251.0,30,66715.925515
251.0,31,66717.747503
244.0,35,66719.902262
251.0,30,66721.806087
249.0,30,66723.627571
249.0,30,66725.397106
542.0,748,66771.36942
251.0,30,66773.132508
251.0,30,66774.890763
251.0,30,66776.556847
251.0,30,66778.225424
251.0,30,66779.961944
251.0,30,66781.724378
251.0,30,66783.636312
251.0,30,66785.782486
251.0,30,66787.80135
251.0,30,66789.703315
570.0,266,66805.99211
252.0,31,66807.866031
251.0,30,66809.622217
251.0,30,66811.427841
252.0,30,66813.331809
251.0,30,66815.20703
249.0,30,66816.984252
243.0,35,66819.042333
250.0,30,66820.959325
251.0,30,66822.87416
248.0,29,66824.558328
251.0,30,66826.324654
598.0,370,66848.50073
251.0,30,66850.250413
251.0,30,66852.247302
251.0,30,66854.412127
251.0,30,66856.36518
250.0,30,66858.281259
251.0,30,66860.088798
251.0,30,66861.854965
251.0,30,66863.669296
617.0,198,66875.854023
781.0,358,66897.929247
251.0,30,66899.771964
251.0,30,66901.523794
250.0,30,66903.316781
251.0,30,66905.230715
251.0,30,66907.128031
251.0,30,66908.900799
249.0,30,66910.64582
251.0,30,66912.540052
251.0,30,66914.460523
236.0,84,66919.446252
251.0,30,66921.363477
251.0,30,66923.260397
251.0,30,66925.022712
251.0,30,66926.78654
249.0,30,66928.685593
249.0,30,66930.611869
588.0,297,66948.712709
251.0,30,66950.479582
251.0,28,66952.05785
251.0,30,66953.717614
248.0,30,66955.405719
251.0,30,66957.166131
251.0,30,66958.92467
251.0,30,66961.051217
251.0,30,66963.166977
248.0,30,66965.080747
245.0,35,66967.312487
251.0,30,66969.069324
251.0,30,66970.848136
251.0,30,66972.781565
251.0,30,66974.721717
251.0,30,66976.498494
251.0,30,66978.24995
251.0,30,66980.106668
251.0,30,66982.022233
249.0,35,66984.143353
251.0,30,66985.889508
251.0,30,66987.606074
709.0,337,67008.391273
251.0,30,67010.289212
250.0,30,67012.120217
251.0,30,67013.881004
251.0,30,67015.691861
251.0,30,67017.625303
249.0,29,67019.434697
631.0,103,67025.378515
591.0,222,67038.118649
592.0,179,67049.64199
251.0,30,67051.382057
252.0,31,67053.112988
614.0,291,67071.170702
251.0,30,67073.082796
251.0,30,67074.98314
601.0,88,67080.238366
251.0,30,67082.159889
608.0,105,67088.52055
251.0,30,67090.454614
631.0,209,67102.675428
251.0,30,67104.734837
249.0,30,67106.90277
251.0,30,67108.846603
251.0,30,67110.749992
246.0,35,67112.837921
251.0,30,67114.622874
251.0,30,67116.499259
251.0,30,67118.427285
250.0,30,67120.257794
583.0,226,67134.452756
251.0,30,67136.299006
251.0,30,67138.078389
251.0,30,67139.901654
251.0,30,67142.092739
251.0,30,67144.630286
251.0,30,67147.40695
250.0,31,67149.774437
251.0,30,67151.841866
251.0,30,67153.762327
251.0,30,67155.647289
251.0,30,67157.40235
251.0,30,67159.169991
159.0,65,67162.788666
251.0,30,67164.528292
-46.0,748,67210.889331
-123.0,748,67256.494895
-118.0,748,67301.928218
24.0,377,67325.315799
-54.0,748,67370.975779
-88.0,748,67416.734042
-97.0,748,67462.890722
-140.0,748,67508.561046
-120.0,748,67553.937955
-133.0,748,67600.025947
-131.0,748,67645.100174
-120.0,748,67690.876623
-171.0,748,67736.400319
-86.0,748,67782.278729
-84.0,748,67828.108976
-65.0,748,67873.720262
-111.0,748,67918.79549
-115.0,748,67964.18152
-13.0,588,68000.681711
-97.0,748,68046.314551
-139.0,748,68091.98324
-112.0,748,68137.702528
-156.0,748,68183.513649
-102.0,748,68229.361176
-3.0,689,68271.435639
-56.0,748,68317.157208
216.0,210,68330.194777
249.0,27,68331.919594
252.0,27,68333.528817
252.0,27,68335.096885
250.0,27,68336.690219
252.0,27,68338.413178
252.0,27,68340.125486
252.0,27,68341.738088
252.0,27,68343.317682
249.0,27,68344.935317
252.0,27,68346.644667
248.0,29,68348.474533
251.0,28,68350.10204
252.0,27,68351.672306
252.0,27,68353.328869
252.0,27,68355.057011
252.0,27,68356.758
409.0,748,68402.35271
252.0,27,68403.925385
252.0,27,68405.601692
252.0,27,68407.319718
250.0,27,68408.992615
252.0,27,68410.562059
252.0,27,68412.156265
249.0,27,68413.901124
252.0,27,68415.623415
250.0,27,68417.267341
252.0,27,68418.842062
252.0,27,68420.421605
409.0,748,68466.23197
252.0,27,68467.958713
247.0,28,68469.636565
252.0,27,68471.203912
252.0,27,68472.818065
252.0,27,68474.529351
252.0,27,68476.258619
252.0,27,68477.85393
252.0,27,68479.420643
251.0,28,68481.030303
250.0,27,68482.515062
248.0,29,68484.118344
250.0,28,68485.732421
252.0,27,68487.313273
249.0,27,68488.871798
252.0,27,68490.381074
252.0,27,68491.874545
252.0,27,68493.40739
252.0,27,68494.983387
252.0,27,68496.565518
250.0,29,68498.617293
252.0,27,68500.535527
252.0,27,68502.265198
249.0,29,68504.121354
252.0,27,68505.728218
252.0,27,68507.299226
252.0,27,68508.920585
252.0,27,68510.638908
252.0,27,68512.359678
252.0,27,68513.959767
252.0,27,68515.530319
252.0,27,68517.150466
252.0,27,68518.857468
247.0,27,68520.570564
252.0,27,68522.157812
252.0,27,68523.739234
250.0,29,68525.395723
252.0,27,68526.88854
252.0,27,68528.378208
250.0,27,68529.950562
250.0,27,68531.534554
252.0,27,68533.266599
252.0,27,68535.176863
252.0,27,68537.038616
252.0,27,68538.756507
252.0,27,68540.460801
252.0,27,68542.049294
252.0,27,68543.61654
252.0,27,68545.254933
252.0,27,68546.982943
252.0,27,68548.693235
252.0,27,68550.377071
252.0,27,68551.945111
252.0,27,68553.603616
252.0,27,68555.316926
252.0,27,68556.994024
252.0,27,68558.690424
252.0,27,68560.343092
252.0,27,68562.029877
249.0,27,68563.759907
252.0,27,68565.402109
252.0,27,68566.968762
252.0,27,68568.548707
252.0,27,68570.269692
252.0,27,68572.002628
249.0,27,68573.627569
252.0,27,68575.202694
249.0,27,68576.801821
252.0,27,68578.532018
252.0,27,68580.245074
404.0,748,68626.069621
248.0,27,68627.648965
252.0,27,68629.277835
252.0,27,68631.010427
249.0,27,68632.722645
252.0,27,68634.298773
252.0,27,68635.879096
252.0,27,68637.524408
250.0,27,68639.248375
252.0,27,68640.9353
252.0,27,68642.501153
250.0,27,68644.07705
252.0,27,68645.756054
252.0,27,68647.471071
252.0,27,68649.134826
252.0,27,68650.719926
252.0,27,68652.311379
252.0,27,68654.031323
252.0,27,68655.760168
252.0,28,68657.478462
252.0,27,68659.066175
252.0,27,68660.652256
250.0,29,68662.496361
252.0,27,68664.22266
252.0,27,68665.855144
249.0,27,68667.431722
252.0,27,68669.046895
252.0,27,68670.775967
252.0,27,68672.49963
252.0,27,68674.088395
252.0,27,68675.667397
252.0,27,68677.221729
250.0,27,68678.713581
252.0,27,68680.206074
250.0,27,68681.758098
252.0,27,68683.345714
252.0,27,68684.985016
252.0,27,68686.895984
240.0,30,68688.99749
252.0,27,68690.722678
252.0,27,68692.447892
252.0,27,68694.045717
252.0,27,68695.630194
251.0,28,68697.310313
252.0,27,68699.038101
252.0,27,68700.742758
252.0,27,68702.320652
252.0,27,68703.892048
251.0,28,68705.481396
252.0,27,68706.979053
252.0,27,68708.49313
252.0,27,68710.0467
252.0,27,68711.623432
252.0,27,68713.307441
250.0,27,68715.234436
252.0,27,68717.109653
409.0,748,68761.966079
252.0,27,68763.889605
252.0,27,68765.711491
252.0,27,68767.435994
250.0,27,68769.123348
252.0,27,68770.713843
252.0,27,68772.30217
252.0,27,68773.861847
252.0,27,68775.364055
252.0,27,68776.878556
252.0,27,68778.457222
252.0,27,68780.035408
252.0,27,68781.772406
250.0,27,68783.683291
252.0,27,68785.517686
252.0,27,68787.242649
252.0,27,68788.952293
252.0,27,68790.520948
252.0,27,68792.091269
252.0,27,68793.622639
252.0,27,68795.117053
250.0,27,68796.605031
252.0,27,68798.180507
252.0,27,68799.751534
252.0,27,68801.432344
252.0,27,68803.338272
252.0,27,68805.184239
252.0,27,68806.908186
252.0,27,68808.612632
252.0,27,68810.207964
253.0,29,68811.921118
252.0,27,68813.461036
404.0,748,68859.338255
252.0,27,68860.908016
252.0,27,68862.392744
238.0,34,68864.293663
251.0,30,68866.018582
251.0,30,68867.777025
251.0,30,68869.697513
748.0,527,68902.548828
251.0,30,68904.306578
252.0,30,68906.004295
248.0,30,68907.667747
251.0,31,68909.408438
243.0,33,68911.331905
251.0,30,68913.1192
251.0,30,68915.268233
251.0,30,68917.348986
251.0,30,68919.285128
251.0,30,68921.172158
251.0,30,68922.934323
249.0,30,68924.687787
252.0,30,68926.358003
251.0,30,68928.025877
251.0,30,68929.7308
251.0,30,68931.49407
251.0,30,68933.325647
249.0,30,68935.46078
604.0,285,68953.128474
251.0,30,68955.042659
251.0,30,68956.972429
251.0,30,68958.731242
250.0,30,68960.486389
251.0,30,68962.364251
251.0,30,68964.277202
251.0,30,68966.089313
251.0,30,68967.850177
251.0,30,68969.55565
251.0,30,68971.207121
251.0,30,68972.876178
251.0,30,68974.627287
251.0,30,68976.379363
251.0,30,68978.079009
251.0,30,68979.732678
251.0,30,68981.411507
249.0,31,68983.224382
252.0,31,68985.046918
251.0,30,68987.180268
251.0,30,68989.273257
244.0,35,68991.506392
692.0,571,69024.939294
252.0,31,69026.754321
251.0,30,69028.519865
251.0,30,69030.533805
581.0,252,69045.869294
243.0,33,69047.802859
251.0,30,69049.52658
251.0,30,69051.187737
251.0,30,69052.846768
251.0,30,69054.581725
795.0,266,69071.476348
251.0,30,69073.359051
251.0,30,69075.111742
249.0,31,69076.934143
251.0,30,69078.842323
251.0,30,69080.751279
250.0,30,69082.531586
251.0,30,69084.287133
588.0,262,69099.717061
251.0,30,69101.562295
251.0,30,69103.708146
251.0,30,69105.751272
628.0,221,69119.30464
251.0,30,69121.06028
251.0,28,69122.840163
251.0,30,69124.772879
251.0,30,69126.560874
251.0,30,69128.316161
251.0,30,69130.158792
252.0,30,69132.121868
250.0,30,69133.991277
246.0,35,69136.034431
247.0,30,69137.847107
251.0,30,69139.762253
603.0,142,69148.018579
251.0,30,69149.704951
251.0,30,69151.448666
251.0,30,69153.219306
251.0,30,69155.365603
251.0,30,69157.459657
236.0,35,69159.698464
251.0,31,69161.631105
251.0,30,69163.388357
249.0,30,69165.150242
251.0,30,69166.798885
251.0,30,69168.483848
251.0,30,69170.214183
251.0,30,69171.978842
609.0,95,69178.38674
250.0,30,69180.297432
251.0,30,69182.129864
251.0,30,69183.896404
244.0,35,69185.899739
251.0,30,69187.557317
251.0,30,69189.215456
251.0,30,69190.974543
251.0,30,69192.73429
251.0,30,69194.769402
251.0,30,69196.894979
251.0,30,69198.842607
251.0,30,69200.766981
248.0,29,69202.496373
251.0,30,69204.2661
251.0,30,69205.977934
251.0,30,69207.648226
250.0,30,69209.308798
251.0,30,69211.063123
251.0,30,69212.832221
251.0,30,69214.880264
251.0,30,69217.005698
240.0,33,69219.129608
251.0,30,69221.041041
251.0,30,69222.817224
251.0,30,69224.577664
252.0,31,69226.49402
251.0,30,69228.429826
251.0,30,69230.251219
607.0,107,69236.833143
251.0,30,69238.61412
251.0,30,69240.38191
1027.0,251,69255.85631
251.0,30,69257.650365
251.0,30,69259.58106
590.0,389,69283.34448
251.0,30,69285.251524
251.0,30,69287.046538
251.0,30,69288.814111
571.0,362,69310.782119
