% time spent exploring,episodes,mean 100 episode reward,steps
2,3420,1725.3,867348
2,3430,1735.2,870155
2,3440,1703.8,873950
2,3450,1736.3,876839
2,3460,1756.6,880548
2,3470,1747.7,883138
2,3480,1739.2,885639
2,3490,1702.6,887462
2,3500,1737.4,890535
2,3510,1733.2,893715
2,3520,1834.1,896203
2,3530,1833.4,898916
2,3540,1825.2,901850
2,3550,1770.2,905754
2,3560,1678.8,909198
2,3570,1653.7,910964
2,3580,1638.5,913210
2,3590,1664.3,915362
2,3600,1580.1,917698
2,3610,1561.7,920497
2,3620,1509.8,922628
2,3630,1441.9,924354
2,3640,1443.5,927547
2,3650,1457.1,929986
2,3660,1456.0,932080
2,3670,1474.4,934205
2,3680,1544.9,937761
2,3690,1568.8,940251
2,3700,1628.7,943268
2,3710,1652.6,945879
2,3720,1708.2,948711
2,3730,1813.0,952118
2,3740,1826.2,956373
2,3750,1922.4,960377
2,3760,2012.6,964655
2,3770,2093.3,968097
2,3780,2065.2,972002
2,3790,2077.2,974740
2,3800,2071.6,978765
2,3810,2056.5,982054
2,3820,2086.4,986288
2,3830,2075.8,990552
2,3840,2061.0,993584
2,3850,1936.2,995711
2,3860,1903.2,998435
