# {"env_id": "SuperMarioBros-v1", "t_start": 1556333252.0456674} 
r,l,t
1930.0,173,54944.828001
3042.0,405,54989.557479
2373.0,240,55015.86427
2966.0,748,55098.59443
653.0,72,55106.718575
3079.0,323,55143.095192
3011.0,613,55208.613765
820.0,136,55222.064096
3001.0,668,55295.805253
2354.0,345,55334.623628
3052.0,382,55374.283354
2374.0,225,55397.110931
3045.0,444,55446.914437
2029.0,748,55525.870382
2629.0,377,55566.949203
1934.0,203,55587.114357
1885.0,438,55636.681645
3073.0,329,55670.847845
1047.0,124,55683.385762
1352.0,124,55695.431237
2812.0,748,55777.802719
3043.0,428,55826.134382
1664.0,191,55845.696247
1430.0,150,55861.965544
3039.0,474,55914.027308
2378.0,263,55941.205958
3033.0,607,56006.715219
1024.0,100,56016.763626
1803.0,216,56042.075327
1046.0,105,56054.647565
1444.0,239,56083.609213
1042.0,137,56103.478804
2343.0,403,56152.771893
1703.0,170,56173.614408
1426.0,156,56192.894756
616.0,80,56201.768155
1410.0,249,56228.164875
630.0,68,56235.927076
2305.0,569,56299.91575
2362.0,347,56340.6139
1432.0,130,56355.278266
1052.0,100,56366.847215
721.0,117,56378.873278
2351.0,299,56414.850108
1417.0,185,56438.36636
1696.0,169,56457.833791
1949.0,247,56486.986484
3054.0,371,56527.400573
734.0,80,56536.623355
3056.0,340,56576.563381
2993.0,678,56652.818751
2776.0,748,56732.326842
1693.0,154,56750.0616
1933.0,183,56769.278286
1047.0,130,56782.075882
1929.0,182,56802.440099
1690.0,229,56830.531433
2782.0,748,56911.195972
2376.0,256,56940.386542
3058.0,427,56984.190737
2993.0,650,57057.249434
2627.0,488,57109.095553
1954.0,170,57125.724032
1320.0,133,57139.721868
3075.0,320,57174.728405
3064.0,427,57222.332021
3070.0,346,57260.262039
2325.0,541,57318.197493
2811.0,748,57398.877847
1338.0,174,57417.13607
1717.0,159,57433.768787
3040.0,568,57494.096327
1704.0,161,57512.038357
3033.0,580,57573.731254
3032.0,612,57639.247633
2404.0,217,57662.975443
658.0,68,57671.413467
1698.0,165,57688.046787
2366.0,296,57716.373913
1932.0,182,57739.702768
1861.0,187,57758.196891
610.0,60,57765.961872
3031.0,589,57832.65196
610.0,59,57838.256358
610.0,60,57844.205265
610.0,59,57850.074484
607.0,58,57855.586141
2801.0,748,57936.402804
1859.0,179,57956.00034
3003.0,648,58025.019427
2974.0,720,58102.139549
1710.0,170,58121.819337
1592.0,144,58137.355997
2376.0,235,58161.525277
1700.0,170,58181.308095
1428.0,139,58195.688398
1962.0,175,58212.893213
3000.0,583,58277.125772
3024.0,601,58340.547367
607.0,59,58347.076609
252.0,27,58349.852458
775.0,138,58363.198461
1350.0,159,58381.06258
617.0,63,58387.723243
3065.0,473,58440.2265
2368.0,221,58463.963705
2172.0,748,58545.250669
2589.0,504,58602.67596
2676.0,748,58681.39983
2690.0,408,58726.062518
651.0,76,58734.451893
242.0,36,58737.808358
3061.0,356,58776.824901
2350.0,376,58816.357258
2362.0,227,58841.851599
3012.0,634,58910.499925
2386.0,228,58935.396044
609.0,58,58940.587436
3001.0,686,59014.944192
2725.0,748,59097.114823
1313.0,183,59114.927592
2390.0,217,59138.690577
2240.0,748,59220.613756
3079.0,325,59255.281066
3049.0,402,59300.775438
2656.0,246,59327.978209
1913.0,231,59354.5776
2365.0,265,59383.82704
1915.0,213,59405.698733
3385.0,1050,59519.883884
1438.0,127,59533.30893
248.0,27,59535.815555
3166.0,495,59591.398162
3058.0,405,59635.909355
2619.0,484,59689.595291
3040.0,509,59745.222332
2379.0,241,59771.967757
2663.0,281,59799.809247
607.0,57,59805.230255
1352.0,120,59819.466222
3014.0,616,59884.43854
2608.0,298,59916.301304
2342.0,407,59960.143464
2366.0,240,59986.771215
3025.0,597,60050.359195
1859.0,217,60074.922791
3058.0,429,60121.294883
3068.0,325,60155.389631
3067.0,411,60201.48519
612.0,80,60209.921819
3059.0,347,60245.549429
1895.0,199,60270.204534
3055.0,365,60309.768898
3063.0,425,60355.875657
1962.0,171,60372.625684
3085.0,343,60410.490397
3070.0,311,60443.141944
2054.0,748,60524.106702
1954.0,179,60543.855155
3000.0,692,60616.143332
2956.0,748,60696.857989
1584.0,144,60712.360644
2606.0,485,60766.110644
3767.0,981,60871.648432
3063.0,408,60914.779367
1931.0,188,60935.106317
1342.0,135,60949.691419
1925.0,189,60970.462237
1865.0,189,60990.725497
3018.0,613,61056.739694
3073.0,379,61098.417116
1700.0,240,61122.860631
1060.0,105,61133.325507
1943.0,177,61151.405433
1058.0,111,61164.35345
2044.0,748,61246.011375
2382.0,254,61274.140453
3036.0,537,61330.423232
3028.0,559,61393.0725
3067.0,352,61429.938817
249.0,27,61432.747016
2329.0,499,61488.066865
2995.0,745,61567.670479
1596.0,152,61582.703161
3035.0,540,61641.17991
2816.0,748,61720.14302
2389.0,244,61748.41807
1325.0,178,61767.627984
2676.0,250,61795.171783
2677.0,677,61866.780833
1704.0,162,61885.04163
2676.0,250,61911.859584
3055.0,446,61962.214811
2674.0,274,61988.962373
1340.0,143,62005.401135
3085.0,368,62044.625671
592.0,91,62053.47245
3081.0,341,62091.077588
1889.0,173,62110.170834
3059.0,421,62151.918576
1949.0,178,62171.621745
3062.0,512,62229.347374
2385.0,262,62261.023703
1934.0,219,62283.721723
2388.0,262,62312.624656
3059.0,393,62353.073747
2790.0,748,62432.917264
3055.0,465,62485.256079
3140.0,507,62542.39013
2998.0,728,62622.020567
2768.0,748,62703.718115
3052.0,457,62754.087441
2377.0,266,62782.541358
653.0,67,62789.983507
2638.0,252,62816.529784
1056.0,108,62827.223917
631.0,69,62834.911005
627.0,68,62842.433917
3058.0,403,62886.739969
3077.0,308,62921.358922
3055.0,465,62972.303977
3083.0,344,63008.366859
3050.0,415,63052.436671
2391.0,228,63078.647331
3064.0,402,63120.440147
3067.0,362,63158.826748
607.0,58,63164.781396
1052.0,99,63174.423448
1935.0,186,63194.813703
3077.0,363,63233.71168
2621.0,391,63277.06857
2379.0,221,63301.575048
2348.0,364,63336.901024
3046.0,488,63386.915344
1928.0,209,63410.765084
2379.0,255,63437.502932
2988.0,731,63517.37425
2711.0,748,63596.592867
1886.0,167,63616.0308
3028.0,500,63670.405829
2986.0,684,63742.92672
2620.0,748,63825.239379
232.0,87,63834.318098
587.0,173,63854.014271
600.0,110,63866.110792
630.0,103,63876.335245
618.0,70,63883.201248
1324.0,133,63897.944862
3064.0,422,63942.998039
3036.0,439,63991.340989
1333.0,128,64004.268184
3098.0,331,64041.035192
3043.0,430,64085.447954
1915.0,189,64105.893823
250.0,27,64108.399687
3069.0,396,64146.114251
2378.0,265,64178.659896
1724.0,179,64198.460912
1944.0,169,64215.45528
3050.0,498,64269.954676
2369.0,231,64294.657645
3038.0,452,64342.933115
631.0,72,64350.033015
3063.0,430,64396.893559
1940.0,170,64415.848409
2340.0,373,64455.119667
3024.0,573,64514.527945
3065.0,421,64563.351248
2350.0,399,64604.556874
1352.0,120,64618.716138
3063.0,410,64664.117381
3048.0,502,64717.346489
818.0,146,64733.268679
1432.0,140,64747.740479
1415.0,147,64761.141263
251.0,27,64764.330433
1411.0,146,64782.952394
2978.0,748,64864.854032
1343.0,129,64877.244889
3032.0,532,64933.844134
3052.0,461,64985.119702
1351.0,120,64999.258425
3056.0,514,65053.956513
3056.0,463,65104.051596
1339.0,209,65125.935267
3068.0,355,65163.72641
3044.0,505,65220.131965
2348.0,363,65257.286194
1334.0,157,65274.414587
247.0,28,65277.627013
1442.0,210,65298.298326
2385.0,275,65329.143486
1302.0,135,65343.936626
2631.0,322,65379.038095
3003.0,630,65445.908406
3037.0,559,65506.232385
3096.0,295,65537.395485
1951.0,182,65557.471635
2387.0,214,65581.809994
2388.0,229,65606.857288
3093.0,363,65644.494211
1043.0,157,65662.299659
607.0,57,65668.60294
607.0,57,65674.054254
3085.0,343,65711.772924
1056.0,107,65722.381765
606.0,57,65727.846308
2373.0,284,65758.121465
831.0,140,65773.820166
1947.0,181,65794.843626
2700.0,748,65874.191732
2330.0,489,65926.91426
3056.0,439,65974.117964
1057.0,102,65986.257321
2645.0,348,66022.436025
3026.0,539,66079.406553
1332.0,164,66097.543614
3062.0,389,66138.133795
3082.0,311,66171.535615
3048.0,508,66226.447769
2636.0,305,66263.191296
3080.0,349,66299.523114
3076.0,370,66338.869339
605.0,57,66344.366915
2660.0,241,66371.05519
3030.0,520,66426.474369
2642.0,292,66457.346848
2367.0,232,66482.167492
3044.0,504,66537.505772
3064.0,402,66580.119768
2387.0,223,66605.609605
3000.0,715,66683.415954
2991.0,730,66759.591922
1943.0,169,66778.479005
3085.0,297,66809.643683
1942.0,169,66825.263756
1951.0,196,66849.440718
2376.0,253,66876.532668
3091.0,290,66907.981428
3058.0,458,66957.965877
1344.0,124,66971.192074
1877.0,168,66987.6016
2363.0,311,67022.068797
603.0,57,67027.777525
653.0,67,67034.311565
1951.0,169,67052.986432
1336.0,149,67069.376159
2345.0,386,67110.782345
1941.0,173,67129.932229
3060.0,391,67169.806526
1324.0,120,67181.940553
3037.0,453,67230.782561
1934.0,180,67250.578173
3079.0,327,67284.977886
1049.0,99,67296.529476
1052.0,104,67307.162365
3085.0,294,67339.241548
3066.0,363,67376.112292
606.0,57,67382.452256
3057.0,429,67427.627589
611.0,58,67435.206385
3032.0,482,67488.19894
2646.0,234,67513.819001
1881.0,175,67531.255085
2044.0,748,67611.174349
1934.0,169,67627.747072
1957.0,187,67648.271396
1923.0,188,67668.081223
614.0,60,67674.696319
615.0,60,67681.407493
615.0,60,67688.089852
1944.0,169,67706.689941
3180.0,410,67754.043357
1958.0,183,67774.101703
2643.0,257,67802.28297
1709.0,163,67819.596499
2664.0,264,67846.068133
1933.0,176,67865.434133
629.0,65,67872.665669
617.0,59,67879.097526
3081.0,282,67906.89111
2365.0,298,67938.968753
647.0,67,67946.47831
648.0,67,67954.387027
1956.0,187,67974.499263
1858.0,181,67994.459306
2353.0,259,68023.472771
2634.0,460,68069.849269
648.0,67,68077.794978
648.0,67,68087.577422
1061.0,144,68101.881516
3057.0,460,68150.716524
712.0,748,68230.404927
2774.0,748,68311.155979
1071.0,108,68321.704003
2678.0,258,68348.291685
3084.0,402,68390.60007
2667.0,423,68437.676533
2379.0,235,68463.281287
1057.0,103,68474.528503
1592.0,150,68489.273665
609.0,57,68494.704872
3089.0,671,68566.982841
1030.0,209,68589.980176
611.0,57,68596.200068
611.0,57,68602.54623
611.0,57,68608.015241
3046.0,568,68666.210517
1950.0,185,68685.663148
2616.0,361,68723.328479
1437.0,133,68739.060878
2764.0,748,68819.445731
1684.0,270,68848.106173
1572.0,174,68865.935717
611.0,57,68871.455745
2378.0,245,68897.497815
611.0,57,68903.161041
1061.0,109,68913.740005
2610.0,447,68962.879463
1328.0,134,68977.450066
3059.0,418,69018.918335
3026.0,586,69080.639763
758.0,221,69105.144645
3027.0,477,69157.182111
2385.0,267,69183.351247
612.0,57,69188.847564
1601.0,140,69205.063956
1352.0,130,69217.521236
1579.0,152,69234.76527
3061.0,382,69276.536097
3033.0,524,69331.140212
3050.0,492,69385.067353
2372.0,243,69411.040308
3063.0,329,69444.61848
3035.0,596,69510.419555
1870.0,166,69528.659568
3044.0,423,69572.233968
1048.0,111,69583.915811
3051.0,365,69623.237957
3049.0,426,69666.624102
3016.0,687,69742.074909
3065.0,369,69780.252388
2381.0,223,69804.306951
1587.0,151,69818.909924
612.0,61,69826.496655
3022.0,453,69873.601432
615.0,61,69879.792995
3010.0,642,69946.779324
1958.0,171,69966.750204
1705.0,154,69982.826422
3005.0,644,70052.793295
3036.0,389,70093.739609
1936.0,185,70113.074574
2374.0,232,70138.890177
1711.0,152,70154.637127
1327.0,120,70166.910645
1052.0,97,70178.428751
1693.0,161,70196.391962
3046.0,440,70240.038507
3354.0,1050,70355.734108
2639.0,308,70387.603411
2601.0,555,70443.718354
2769.0,748,70523.923422
1931.0,178,70543.516218
1933.0,180,70563.390285
3068.0,370,70601.31251
3058.0,350,70636.048221
3047.0,407,70679.993799
3008.0,627,70745.407342
3092.0,311,70779.625823
1930.0,171,70797.361652
3039.0,520,70852.433858
2314.0,527,70906.079763
2652.0,271,70934.81675
590.0,148,70951.728896
818.0,125,70963.784696
2314.0,748,71043.82542
1700.0,159,71059.637753
616.0,63,71067.660075
620.0,63,71074.568321
2592.0,644,71141.501697
2719.0,385,71181.508575
1728.0,196,71203.069184
1948.0,169,71219.224276
2378.0,234,71244.570172
2372.0,288,71273.907937
1872.0,182,71292.702758
611.0,61,71298.042977
1429.0,135,71312.878533
1055.0,103,71323.967137
2780.0,748,71400.533113
1425.0,156,71417.760808
2677.0,748,71497.655949
3003.0,704,71572.699008
817.0,125,71585.048231
1432.0,180,71604.972355
1921.0,169,71621.479051
2716.0,400,71662.965589
1045.0,113,71676.295584
1956.0,171,71695.409239
1873.0,175,71713.045572
1435.0,144,71728.819329
2654.0,261,71756.600907
2397.0,225,71780.188473
2645.0,368,71820.760327
1927.0,184,71839.336925
1974.0,189,71860.157287
3075.0,348,71894.434235
2656.0,321,71927.973772
241.0,29,71930.976196
1699.0,168,71949.567951
1351.0,127,71963.232857
3042.0,452,72011.551919
3086.0,288,72040.305557
1927.0,178,72060.996347
3015.0,719,72136.299924
2382.0,221,72158.16233
3898.0,448,72206.74021
3048.0,457,72256.099512
2992.0,726,72332.47826
1670.0,266,72359.548155
2649.0,322,72392.303802
1941.0,191,72413.298633
610.0,62,72419.308467
3868.0,440,72468.683939
2403.0,748,72545.97889
1938.0,169,72564.715846
3093.0,309,72596.436761
2384.0,284,72627.432269
3067.0,437,72672.361972
3072.0,350,72706.683553
1455.0,133,72722.063865
2377.0,240,72747.927369
2363.0,244,72773.93894
2365.0,223,72795.69241
3095.0,295,72826.898841
1344.0,126,72839.239845
1699.0,163,72855.024052
3083.0,304,72887.063359
2370.0,263,72915.928502
2374.0,218,72936.664486
648.0,67,72943.307635
648.0,67,72950.298007
780.0,134,72965.674299
2662.0,309,72999.141711
3066.0,311,73031.974827
252.0,27,73035.524733
3001.0,581,73096.912526
1933.0,234,73121.976801
2995.0,740,73198.957323
3653.0,403,73242.50677
2395.0,222,73264.910487
1701.0,171,73283.873249
3013.0,679,73357.866461
2391.0,231,73380.533199
1056.0,103,73392.8276
1686.0,166,73408.441535
2376.0,371,73449.5753
2662.0,261,73475.219698
1700.0,164,73494.506004
1434.0,141,73508.389438
2636.0,354,73545.320824
734.0,70,73553.816097
1350.0,126,73567.844349
2735.0,365,73605.458639
1047.0,110,73615.952153
1330.0,146,73630.897293
1433.0,135,73645.762418
252.0,27,73648.232945
648.0,67,73654.929045
1565.0,151,73672.00059
2563.0,702,73749.618322
2295.0,595,73810.785978
611.0,57,73817.068566
2364.0,248,73841.500229
1447.0,130,73854.646874
3053.0,463,73905.053517
1356.0,125,73919.607728
2365.0,239,73943.093901
3025.0,509,73996.237875
606.0,58,74002.741437
1933.0,174,74020.817538
1936.0,179,74040.691264
3156.0,577,74103.922856
2370.0,218,74127.66824
1875.0,174,74144.677444
3061.0,307,74175.213121
2999.0,720,74252.366417
1935.0,176,74268.623352
3062.0,409,74311.720438
3052.0,355,74351.124624
1044.0,113,74362.419251
2381.0,217,74385.763372
1939.0,179,74403.198455
1345.0,126,74415.565025
2991.0,682,74487.947858
2376.0,262,74515.423348
3072.0,356,74552.542207
3075.0,318,74586.232977
3047.0,382,74627.58086
3089.0,293,74659.189944
3082.0,303,74691.431441
728.0,165,74708.154706
1856.0,163,74725.92153
2383.0,238,74751.390709
2308.0,523,74805.372839
1739.0,152,74822.181413
3031.0,483,74874.661288
3015.0,671,74943.03129
1878.0,181,74963.101257
2776.0,748,75043.015436
653.0,67,75051.194816
2741.0,748,75130.955585
1701.0,188,75149.396035
1932.0,187,75168.59497
1880.0,174,75187.126099
606.0,58,75193.638232
1339.0,135,75208.608302
1708.0,171,75225.891203
610.0,57,75231.819976
611.0,58,75239.333869
2656.0,325,75271.292864
3045.0,496,75324.698821
2663.0,257,75352.218931
3192.0,322,75386.168899
3027.0,480,75437.819562
2356.0,260,75465.630037
1424.0,137,75480.814544
2375.0,270,75507.679086
1432.0,134,75521.087674
1947.0,177,75540.010229
1950.0,178,75559.947542
2366.0,227,75584.674302
3077.0,333,75619.905643
2362.0,264,75645.798069
3018.0,578,75706.652091
1333.0,125,75718.794989
1350.0,120,75732.911598
1931.0,169,75751.745534
3079.0,329,75787.934668
2360.0,303,75818.194643
2369.0,248,75845.604366
3069.0,323,75881.553899
3071.0,287,75909.668401
3033.0,444,75955.643154
3058.0,407,75998.52822
1441.0,130,76012.870519
1056.0,98,76022.570056
1332.0,134,76037.518215
1335.0,124,76050.239186
3014.0,518,76107.46823
1050.0,101,76117.385978
1950.0,181,76137.513541
1045.0,122,76148.506411
1692.0,166,76166.562495
2371.0,245,76191.947155
1587.0,160,76207.886546
3081.0,319,76241.584831
2621.0,307,76276.658144
1912.0,220,76300.272547
2324.0,748,76378.139031
3070.0,366,76416.822813
2367.0,257,76444.182336
635.0,132,76457.720214
2371.0,288,76487.576174
1589.0,144,76504.225927
1847.0,188,76522.677983
1949.0,175,76542.640281
1339.0,125,76556.392712
1937.0,216,76579.779044
1904.0,200,76599.584873
2371.0,264,76627.842627
3026.0,592,76691.37998
3070.0,316,76724.56306
3062.0,338,76760.127672
1921.0,168,76778.992432
2366.0,281,76808.809737
3035.0,519,76862.1548
1436.0,136,76877.950185
2662.0,267,76904.073173
2377.0,253,76932.792659
2389.0,223,76955.629923
1942.0,204,76978.68804
2045.0,748,77056.890811
619.0,58,77062.430629
1429.0,143,77076.416595
1938.0,203,77098.471691
1718.0,171,77115.950278
1593.0,152,77132.118762
1687.0,174,77149.090687
1718.0,165,77167.657667
1934.0,191,77186.414173
3070.0,297,77218.531697
2318.0,598,77283.372764
1705.0,161,77302.2285
1959.0,187,77323.006766
1703.0,183,77343.243598
3070.0,293,77374.859215
650.0,66,77382.915854
1938.0,179,77400.563714
3062.0,311,77433.272263
1933.0,188,77454.21025
2649.0,253,77479.794602
3807.0,628,77550.301312
1936.0,183,77567.326272
1935.0,235,77590.07353
3051.0,360,77629.316171
3083.0,303,77661.638495
1927.0,176,77681.130115
3040.0,464,77730.96014
2628.0,423,77774.694806
1927.0,176,77791.894949
1915.0,176,77810.871001
1941.0,187,77830.647432
1919.0,172,77849.777732
1933.0,179,77869.571992
1943.0,175,77886.740878
3073.0,308,77917.966735
2361.0,249,77944.651587
746.0,120,77957.794354
1920.0,181,77976.471821
1929.0,168,77992.806075
1926.0,169,78011.23857
1924.0,176,78029.972998
2669.0,243,78057.02789
2376.0,219,78078.395292
3047.0,406,78123.297076
1591.0,141,78137.216414
3078.0,355,78174.714247
3040.0,448,78223.26302
2341.0,447,78270.508166
3065.0,393,78309.660321
2660.0,341,78345.491938
3081.0,335,78380.811772
1924.0,168,78397.169644
252.0,27,78399.782717
3052.0,424,78446.95876
254.0,30,78449.875028
1164.0,108,78461.148608
1696.0,250,78488.493663
613.0,58,78495.844363
2343.0,460,78543.623266
3018.0,604,78604.270879
3081.0,313,78637.843276
3628.0,578,78700.702297
2382.0,228,78723.653338
3056.0,464,78773.332972
2371.0,232,78795.651668
2370.0,270,78825.993473
1950.0,178,78843.660147
2390.0,225,78865.771961
3649.0,477,78917.230145
2977.0,748,78997.16751
1926.0,215,79019.702499
1708.0,170,79037.065903
2659.0,294,79069.018712
3069.0,374,79106.530932
2996.0,687,79178.062568
2367.0,267,79206.418881
1357.0,123,79220.746
1052.0,97,79230.30869
3627.0,590,79293.987239
652.0,78,79302.504713
1445.0,154,79317.480303
1062.0,107,79328.395709
1845.0,219,79352.469685
1880.0,199,79372.53843
1039.0,188,79392.745325
1057.0,110,79405.182952
611.0,84,79413.864988
1447.0,226,79438.336144
1703.0,179,79458.154912
1434.0,167,79474.518315
625.0,77,79482.010572
1327.0,155,79499.311751
1918.0,270,79526.038377
1062.0,113,79539.411119
1947.0,200,79558.797585
1936.0,202,79581.885144
630.0,64,79588.003701
653.0,68,79596.390146
249.0,27,79599.579769
632.0,66,79606.154644
1441.0,143,79620.178959
1946.0,197,79639.249132
1428.0,144,79654.576821
1705.0,167,79672.115207
2356.0,394,79714.559756
1345.0,141,79729.182983
2599.0,487,79782.234102
1424.0,188,79801.948188
1443.0,183,79819.746029
1053.0,112,79833.021642
1706.0,183,79850.983738
250.0,30,79853.835652
2342.0,413,79898.856543
641.0,71,79906.717752
1054.0,122,79917.745419
2658.0,247,79944.849476
1946.0,169,79964.029229
1934.0,168,79982.537032
1932.0,178,80000.031099
2655.0,259,80029.796866
1932.0,191,80049.458362
3052.0,356,80084.160775
616.0,64,80091.245675
1053.0,100,80102.368794
242.0,29,80105.574514
3073.0,307,80136.472008
1921.0,184,80156.794508
1057.0,104,80167.060702
3045.0,448,80213.221917
1946.0,180,80233.169121
2582.0,309,80265.599234
1535.0,199,80287.669067
1049.0,118,80299.311417
1926.0,185,80319.859881
2384.0,260,80345.417063
648.0,68,80354.0491
3028.0,476,80404.921696
3082.0,362,80443.786477
1931.0,175,80463.23415
3024.0,522,80518.798167
607.0,84,80528.023777
1939.0,222,80548.727431
2638.0,424,80593.667472
1927.0,233,80618.739386
2658.0,267,80644.836913
1922.0,197,80669.087146
2656.0,281,80699.12232
1038.0,142,80712.898919
3039.0,391,80753.648853
1938.0,189,80772.063238
1910.0,240,80797.182314
2633.0,284,80825.993563
1049.0,106,80837.859231
2227.0,748,80918.826765
1058.0,110,80929.691159
1940.0,197,80951.270614
2321.0,524,81004.754571
1053.0,99,81016.599349
3034.0,415,81060.580162
2103.0,748,81140.940193
3025.0,541,81198.422027
1922.0,209,81220.904162
3046.0,415,81263.254135
2535.0,532,81320.003618
1846.0,220,81342.047039
3039.0,419,81387.601618
2376.0,217,81407.969063
1053.0,105,81419.390001
2343.0,400,81463.55355
2633.0,277,81494.00383
1432.0,142,81507.883858
1055.0,109,81519.260744
615.0,60,81526.684412
1873.0,229,81549.114531
612.0,60,81555.107959
3070.0,348,81589.111562
1934.0,168,81608.664649
2365.0,292,81638.65925
2661.0,273,81668.213488
1874.0,183,81686.527009
1910.0,231,81712.339169
3081.0,316,81745.733591
2363.0,241,81771.519336
1883.0,395,81812.051108
2354.0,327,81846.944251
3051.0,467,81895.788346
3044.0,420,81941.405224
2647.0,265,81967.786431
1049.0,106,81979.608979
2598.0,705,82056.866031
1701.0,157,82071.416538
1048.0,122,82083.896456
822.0,134,82098.668498
1862.0,170,82116.111045
1921.0,213,82137.105259
1350.0,127,82149.48208
1701.0,198,82171.297859
247.0,27,82174.140048
1930.0,232,82200.19107
1333.0,139,82216.159999
1164.0,139,82229.176724
3178.0,1134,82350.428849
3082.0,363,82389.801764
1168.0,110,82400.843548
1957.0,238,82424.123395
752.0,147,82438.459058
3009.0,619,82503.698888
3056.0,443,82549.401581
3054.0,421,82593.045211
2380.0,323,82626.867852
612.0,57,82632.547971
1712.0,164,82649.897414
2389.0,238,82674.376568
2351.0,387,82715.377413
1717.0,159,82732.233506
3237.0,1049,82846.752382
2373.0,278,82876.315782
2379.0,257,82901.365034
1040.0,134,82916.803283
2376.0,296,82945.738616
1912.0,237,82971.492885
3057.0,487,83021.460494
613.0,62,83027.40528
3020.0,673,83099.28772
3018.0,624,83162.416735
1326.0,219,83186.633125
2364.0,748,83265.452404
1706.0,202,83285.798257
1972.0,171,83307.608481
2348.0,433,83349.774538
2996.0,697,83422.364613
3025.0,490,83473.165004
3058.0,425,83516.424697
1919.0,179,83536.256546
2650.0,230,83558.739323
3054.0,374,83598.824845
1675.0,221,83620.441951
3069.0,395,83662.120662
2982.0,707,83735.540502
2382.0,213,83758.909855
3057.0,308,83789.899682
648.0,67,83796.307485
1428.0,135,83809.392987
1704.0,172,83828.590294
1921.0,235,83852.148717
2363.0,235,83875.094396
2048.0,748,83956.62308
1903.0,323,83987.707864
814.0,168,84006.447575
3060.0,388,84046.590554
3064.0,428,84091.554973
1670.0,254,84116.471449
3044.0,367,84155.780521
809.0,196,84175.569824
1055.0,115,84188.785989
1636.0,499,84241.789653
3071.0,343,84275.18008
1945.0,226,84299.499958
1695.0,209,84320.127616
3065.0,393,84361.633573
1953.0,173,84377.811498
2375.0,290,84409.224579
1931.0,250,84437.897904
2044.0,748,84515.540469
3053.0,328,84551.93621
1858.0,200,84574.048808
3058.0,428,84618.100414
653.0,69,84624.713844
721.0,213,84645.40868
3066.0,409,84687.836919
2399.0,225,84712.22601
2397.0,214,84735.410632
2769.0,748,84813.308916
3053.0,434,84857.516169
2387.0,225,84880.435294
628.0,65,84886.032066
625.0,64,84892.817448
2604.0,555,84951.290694
2389.0,233,84975.543992
1057.0,122,84988.820697
1048.0,140,85002.959607
813.0,122,85015.162854
3201.0,322,85051.526072
1049.0,128,85064.434001
2377.0,309,85095.497086
3043.0,423,85140.402676
3004.0,653,85212.62942
1924.0,192,85231.200198
3196.0,321,85266.711991
2600.0,569,85327.083761
1712.0,208,85347.418429
653.0,67,85354.075107
2669.0,250,85380.81597
1058.0,123,85392.646634
2605.0,523,85447.787855
2669.0,242,85472.937529
2372.0,222,85496.877665
613.0,64,85503.218021
2638.0,317,85535.992651
1951.0,170,85553.808478
255.0,27,85556.605473
255.0,27,85559.202585
255.0,27,85561.741804
2675.0,254,85589.019657
2666.0,236,85613.714901
2651.0,248,85641.216208
1047.0,108,85651.694296
1935.0,179,85669.111985
2612.0,411,85720.215827
1344.0,164,85740.303221
609.0,57,85747.801609
247.0,29,85751.078933
609.0,57,85757.597387
2673.0,286,85791.703986
2651.0,237,85816.777491
3020.0,560,85876.070275
2378.0,258,85902.733742
2790.0,748,85982.516488
2374.0,278,86009.946468
1441.0,133,86025.75348
2049.0,229,86048.644007
3031.0,588,86109.871431
1056.0,104,86120.523404
2976.0,748,86199.653573
1042.0,172,86216.235997
2598.0,651,86284.763202
1952.0,180,86302.523798
822.0,134,86318.452125
1049.0,114,86330.743212
1814.0,198,86352.291602
3041.0,444,86396.757856
2386.0,232,86422.02483
1440.0,140,86435.585884
2368.0,350,86474.256437
2393.0,271,86503.021184
2380.0,272,86529.688654
1884.0,174,86549.007308
1053.0,113,86560.094093
2600.0,557,86618.826941
2791.0,748,86700.595222
2371.0,333,86738.131216
3068.0,378,86778.73478
2386.0,225,86805.592904
2391.0,234,86832.146977
2659.0,295,86865.538256
2787.0,748,86952.698488
3031.0,515,87008.333358
2654.0,249,87032.632297
822.0,125,87045.078057
2966.0,748,87124.862301
2832.0,748,87202.101238
1868.0,220,87225.885364
3041.0,488,87274.971218
1943.0,207,87296.317729
653.0,67,87302.883635
822.0,125,87316.770074
817.0,126,87329.64596
2623.0,428,87375.649398
612.0,59,87381.461488
605.0,59,87387.320338
1062.0,165,87405.506623
2752.0,748,87481.114705
1429.0,134,87499.093534
1996.0,748,87573.992321
1707.0,163,87591.111122
2727.0,748,87669.012425
3035.0,411,87712.849343
2368.0,254,87739.540509
2325.0,478,87792.153041
2397.0,220,87813.805951
1939.0,231,87837.957546
1928.0,184,87858.090202
2332.0,529,87918.578334
612.0,58,87925.495489
1933.0,169,87946.927046
608.0,61,87953.839428
623.0,62,87960.735695
2681.0,748,88046.694964
3096.0,290,88082.36075
3042.0,561,88153.870167
1947.0,169,88171.969262
1344.0,155,88190.571711
3886.0,573,88262.174015
2362.0,261,88295.056947
2364.0,333,88334.36985
3034.0,545,88398.135474
2999.0,675,88477.572764
2329.0,438,88530.305581
1721.0,150,88548.038091
2624.0,419,88598.903765
611.0,57,88605.331117
3032.0,509,88668.440493
1339.0,121,88685.01457
3031.0,533,88749.253829
2215.0,748,88836.202522
2869.0,748,88932.774671
3019.0,546,89000.799724
1942.0,175,89022.215802
1047.0,113,89036.368373
1848.0,222,89062.564178
2390.0,236,89093.393368
