# {"env_id": "SuperMarioBros-v1", "t_start": 1556333252.0456674} 
r,l,t
1694.0,190,22904.061662
1694.0,186,22921.964076
653.0,68,22929.105971
210.0,43,22933.299113
2354.0,356,22973.189109
1943.0,249,23000.16764
1048.0,151,23014.979029
647.0,75,23022.310914
624.0,90,23031.132095
2367.0,437,23077.621642
1045.0,155,23094.994906
1920.0,354,23130.815421
1333.0,154,23147.824269
1589.0,183,23166.722996
1703.0,192,23184.953823
249.0,30,23188.415015
1063.0,124,23202.184414
1334.0,138,23216.728346
1698.0,201,23238.441833
1033.0,240,23264.652929
605.0,62,23270.724731
1867.0,230,23295.928221
1674.0,275,23326.68057
1315.0,254,23351.508127
1908.0,273,23383.217319
1932.0,198,23402.715302
620.0,70,23409.706084
253.0,35,23413.085713
1680.0,229,23438.089624
1327.0,167,23454.657186
1693.0,182,23474.94709
1432.0,272,23504.081229
3628.0,561,23566.501777
635.0,75,23574.339564
612.0,84,23582.625193
1336.0,173,23601.541862
3031.0,565,23660.721266
1316.0,149,23677.39356
3053.0,529,23730.72302
1315.0,215,23753.839545
622.0,68,23762.44132
1350.0,153,23778.012785
1421.0,182,23795.909263
1452.0,219,23820.117602
1928.0,259,23845.728846
246.0,27,23848.23859
728.0,178,23869.142838
1683.0,208,23889.558575
247.0,30,23892.737758
635.0,76,23901.113774
1581.0,228,23925.923798
1685.0,244,23952.433396
751.0,112,23963.730762
1419.0,207,23987.310757
3054.0,494,24038.453038
1316.0,165,24054.847387
1043.0,171,24071.801574
644.0,88,24082.79471
618.0,72,24089.925348
606.0,58,24095.674763
2363.0,332,24130.929009
604.0,62,24137.502674
1933.0,279,24167.171951
1347.0,139,24181.193101
1429.0,210,24201.832672
1690.0,325,24236.371429
1877.0,221,24259.208741
1441.0,190,24280.207115
1709.0,194,24302.251387
1886.0,196,24322.266346
646.0,132,24334.559475
1946.0,251,24360.157736
606.0,59,24365.851649
1449.0,227,24390.723768
1698.0,172,24407.706868
1320.0,185,24428.289169
1051.0,102,24437.696638
1924.0,255,24466.417482
1340.0,149,24481.107842
622.0,66,24487.717381
1693.0,311,24521.017177
2337.0,357,24559.346595
725.0,108,24569.932845
1332.0,216,24593.582957
639.0,137,24606.976136
713.0,144,24623.471505
1314.0,173,24640.533253
249.0,28,24643.40005
1297.0,160,24661.383878
1721.0,211,24683.11552
1667.0,254,24709.892779
244.0,34,24713.073927
2367.0,322,24747.406888
1943.0,209,24770.436669
1339.0,176,24787.98702
1042.0,142,24803.98884
1431.0,201,24824.311012
1038.0,138,24837.826451
1316.0,140,24851.786178
2371.0,384,24894.565362
1939.0,242,24918.522257
1914.0,270,24947.548784
1313.0,147,24964.392976
1874.0,243,24988.497939
1043.0,159,25005.863678
1348.0,132,25019.766538
1340.0,166,25038.506721
610.0,58,25044.240477
1053.0,130,25057.256598
1851.0,223,25079.228235
1409.0,143,25096.410984
2357.0,334,25131.65932
1598.0,166,25148.563127
2344.0,422,25195.209861
818.0,150,25210.231572
771.0,198,25229.672087
2349.0,308,25262.750625
1433.0,153,25277.948169
1722.0,200,25297.54612
1713.0,208,25320.630173
646.0,67,25327.223966
2351.0,341,25363.328951
1043.0,172,25379.693566
618.0,73,25391.103751
1689.0,219,25413.55361
2345.0,322,25445.410247
1694.0,214,25466.537984
1056.0,100,25477.886206
637.0,72,25485.130032
621.0,68,25493.113754
1048.0,206,25514.58395
1804.0,312,25547.846833
1435.0,149,25562.673619
1951.0,196,25584.356171
2655.0,378,25621.907908
1850.0,266,25650.843705
1324.0,165,25669.093387
1941.0,220,25690.752962
1711.0,221,25715.328228
1925.0,186,25734.229613
2368.0,350,25771.250983
254.0,29,25774.285269
612.0,58,25779.778015
1340.0,136,25794.927955
734.0,107,25806.199121
1730.0,245,25830.558641
3062.0,483,25880.937292
1699.0,173,25900.934291
649.0,67,25907.947745
640.0,133,25923.280304
244.0,31,25926.552988
613.0,66,25932.984739
1339.0,127,25945.474839
607.0,62,25951.738849
818.0,121,25963.652661
3064.0,450,26010.772902
1355.0,186,26031.375091
1883.0,212,26051.479169
652.0,72,26059.307166
2653.0,381,26100.24549
1922.0,204,26122.911813
1946.0,171,26142.241423
1724.0,191,26161.106866
1938.0,237,26184.654489
1719.0,183,26201.802224
1325.0,124,26214.758537
1560.0,167,26233.347817
1052.0,98,26244.281669
1425.0,181,26264.488278
612.0,111,26276.406823
595.0,92,26285.416981
633.0,135,26298.978684
1696.0,210,26321.888405
1936.0,187,26343.719856
1333.0,146,26357.390913
1350.0,141,26372.982884
810.0,127,26385.498696
1078.0,117,26399.334812
2352.0,366,26436.601007
774.0,127,26449.120435
653.0,68,26457.800976
257.0,27,26460.790118
1331.0,174,26479.078114
1704.0,184,26499.541038
1436.0,173,26517.593287
3071.0,417,26562.769902
1940.0,194,26583.460489
774.0,127,26596.852931
1936.0,216,26620.55327
653.0,84,26628.051288
3066.0,414,26670.043729
1573.0,197,26690.975228
1836.0,256,26718.564701
632.0,77,26728.331651
1034.0,139,26741.992352
2373.0,317,26774.843361
1067.0,130,26788.613184
1714.0,169,26805.355955
617.0,71,26812.310689
1050.0,147,26829.131827
1934.0,212,26850.056499
648.0,68,26858.746336
1429.0,170,26877.685299
1056.0,100,26887.8355
652.0,75,26895.36148
601.0,72,26905.189046
822.0,127,26918.414287
609.0,61,26924.308988
3058.0,528,26979.058009
1578.0,153,26994.230027
1349.0,133,27009.169525
614.0,66,27016.26446
1357.0,121,27027.127441
653.0,68,27033.113282
1866.0,228,27058.340464
1921.0,184,27077.274841
1872.0,234,27102.088429
648.0,68,27110.818393
250.0,30,27114.104108
615.0,74,27121.370607
1329.0,150,27136.159588
2370.0,307,27169.085374
1698.0,199,27188.764092
1929.0,210,27212.310903
3064.0,534,27268.664119
1681.0,236,27292.561038
1932.0,215,27315.227244
2383.0,283,27346.46472
1944.0,198,27366.119973
613.0,58,27373.676223
659.0,68,27381.273027
1918.0,296,27413.473666
1868.0,185,27432.0018
1057.0,99,27442.739252
1568.0,186,27462.288289
1948.0,201,27484.428416
2352.0,320,27515.995348
1879.0,197,27537.826826
1337.0,132,27550.730833
1938.0,246,27577.373775
1703.0,162,27593.465345
1920.0,214,27614.137445
624.0,83,27622.079415
1931.0,188,27642.017855
1328.0,169,27660.88315
2344.0,370,27699.811423
1361.0,120,27711.487067
2369.0,315,27744.121407
1583.0,167,27761.558672
1873.0,213,27784.816721
2069.0,748,27863.201365
1320.0,248,27887.730071
1604.0,203,27910.148682
817.0,125,27923.804895
1438.0,152,27939.89982
1692.0,182,27957.82174
1939.0,196,27977.076368
1354.0,133,27990.293827
1348.0,130,28003.178822
253.0,28,28006.819323
621.0,63,28014.398326
1878.0,212,28035.314663
1086.0,98,28044.949591
1339.0,125,28059.724436
1443.0,142,28072.624003
244.0,32,28076.436232
1578.0,200,28096.412657
1947.0,176,28116.113957
3048.0,533,28173.011696
1322.0,167,28189.620967
1314.0,151,28207.507376
1945.0,191,28226.707209
1910.0,324,28261.994576
1706.0,175,28279.423611
1927.0,199,28301.870266
1697.0,201,28323.479796
2354.0,361,28361.418088
1895.0,367,28400.181866
1336.0,122,28414.50329
635.0,73,28421.714124
2363.0,322,28455.733508
649.0,67,28462.218812
1939.0,192,28481.318125
1929.0,178,28498.818411
1869.0,213,28523.157974
1939.0,200,28544.003693
1927.0,181,28564.268837
1342.0,130,28577.907073
1876.0,194,28598.060046
1057.0,99,28607.965508
1069.0,113,28619.128441
818.0,122,28633.50023
255.0,29,28636.581608
1915.0,201,28657.185136
1699.0,160,28672.97665
1720.0,174,28692.13248
2353.0,400,28731.476091
2359.0,353,28771.984482
1877.0,212,28792.748638
250.0,27,28795.095321
3052.0,484,28847.991977
1050.0,131,28860.837949
1700.0,173,28879.949633
1046.0,120,28892.098985
1931.0,177,28911.930258
1424.0,141,28928.167639
1583.0,192,28949.341763
657.0,78,28957.11051
618.0,64,28963.515672
1939.0,178,28981.062807
2355.0,316,29014.852988
3054.0,393,29056.214188
3077.0,359,29091.172832
1577.0,155,29109.595255
605.0,57,29115.351324
1874.0,212,29136.329136
1941.0,173,29155.704861
659.0,68,29162.35487
2351.0,352,29197.913037
1927.0,189,29218.929851
2359.0,312,29252.166448
248.0,28,29254.888854
828.0,126,29267.365241
1441.0,215,29290.841519
1070.0,120,29302.87971
1936.0,207,29325.398014
1888.0,166,29341.92473
2654.0,312,29374.85675
1722.0,184,29394.160099
1701.0,165,29410.728984
1055.0,106,29423.412363
2596.0,645,29490.029368
1705.0,158,29507.791656
1868.0,209,29528.441141
1873.0,214,29549.781418
1334.0,125,29564.971146
2990.0,748,29641.291738
1690.0,172,29660.588597
1056.0,140,29674.947505
3064.0,394,29715.661987
807.0,145,29731.801213
1671.0,269,29759.788406
1878.0,190,29777.937416
1051.0,100,29788.339637
1886.0,193,29810.079608
3068.0,432,29855.462814
1950.0,174,29872.826585
1948.0,203,29895.447849
1941.0,174,29916.912679
1347.0,124,29929.317982
1873.0,190,29950.519936
1954.0,178,29969.17554
2365.0,372,30009.461156
1046.0,174,30026.648587
3050.0,492,30078.214396
653.0,67,30086.48433
2355.0,270,30114.025689
1888.0,186,30134.736582
2369.0,336,30170.269696
1895.0,182,30190.519328
1600.0,142,30204.660639
2370.0,290,30232.675572
1929.0,218,30256.40549
3065.0,445,30309.834751
1701.0,194,30333.122893
619.0,59,30339.216163
627.0,199,30360.86676
2390.0,250,30387.923338
2998.0,700,30461.429834
1443.0,131,30476.681332
2881.0,748,30553.95325
1695.0,177,30573.762003
2630.0,392,30617.540565
1696.0,170,30634.615483
1712.0,174,30651.87397
2860.0,748,30730.569946
1081.0,104,30740.936773
1344.0,119,30753.794405
3052.0,537,30808.041896
1941.0,169,30827.15082
2383.0,248,30851.691496
1862.0,193,30870.580026
1938.0,181,30890.161887
653.0,68,30897.974296
1931.0,184,30917.443708
1917.0,211,30938.2937
2871.0,748,31017.737706
1956.0,199,31039.886816
2381.0,290,31067.444614
1864.0,206,31089.433614
3012.0,613,31156.084564
2768.0,748,31232.93785
1939.0,192,31254.260152
648.0,69,31261.15873
659.0,68,31268.204354
612.0,57,31275.711207
606.0,85,31284.152129
1953.0,175,31301.523845
2995.0,718,31376.983425
1696.0,393,31416.965477
3027.0,688,31485.508976
1715.0,172,31503.378003
1577.0,156,31518.458014
2320.0,563,31577.826906
1042.0,108,31588.573426
1716.0,185,31608.375234
2374.0,283,31636.998109
624.0,74,31644.255276
1711.0,171,31661.125403
3006.0,626,31727.748626
2380.0,257,31755.555444
1701.0,159,31773.401066
1699.0,155,31788.563702
2589.0,748,31867.097233
2048.0,748,31947.822203
1712.0,163,31963.907016
1929.0,201,31983.592344
1925.0,180,32003.75833
1860.0,204,32024.181059
2645.0,296,32055.608428
2353.0,407,32098.24907
811.0,184,32116.450139
816.0,135,32129.974005
612.0,57,32135.60635
2361.0,292,32169.201313
605.0,57,32175.580064
1871.0,172,32192.664701
2624.0,450,32241.640573
1584.0,149,32256.34672
607.0,57,32261.73718
2360.0,298,32293.725164
1687.0,168,32311.321371
1854.0,212,32333.395514
1576.0,207,32353.079075
653.0,68,32360.127508
1330.0,124,32373.770413
2340.0,425,32419.876212
2193.0,748,32497.785026
1724.0,168,32516.557129
2367.0,303,32549.106303
2050.0,748,32627.407042
2323.0,515,32678.928865
2358.0,392,32719.283749
2376.0,277,32748.413075
2362.0,432,32793.533238
1332.0,125,32805.705364
1075.0,97,32815.352513
1583.0,141,32831.55748
1587.0,161,32847.457016
1435.0,148,32861.741467
1935.0,170,32879.631669
1428.0,137,32895.402362
1556.0,168,32913.543152
1319.0,156,32929.808248
2855.0,748,33004.526196
2375.0,278,33037.627249
2352.0,378,33077.020999
1927.0,173,33094.051256
2339.0,292,33123.900632
2320.0,558,33183.561379
2315.0,575,33242.476167
2363.0,408,33285.15036
2406.0,748,33362.113169
2310.0,522,33415.958376
2043.0,748,33494.332563
2034.0,748,33569.525667
2318.0,485,33620.638782
2683.0,748,33702.360328
1856.0,182,33722.743911
1930.0,186,33740.876245
1925.0,178,33759.271389
1934.0,211,33780.084203
2373.0,232,33805.300364
1955.0,196,33824.321413
2302.0,589,33886.073761
2816.0,748,33966.893711
2353.0,375,34005.864747
1339.0,132,34019.220428
2039.0,748,34094.592479
2060.0,748,34173.082316
3042.0,534,34230.385631
1704.0,155,34247.773105
617.0,68,34254.419998
3046.0,537,34309.725773
1865.0,246,34336.94423
2592.0,487,34385.332772
1937.0,170,34404.021286
238.0,31,34407.602928
239.0,30,34410.763851
2323.0,497,34459.414819
2364.0,290,34491.409314
1926.0,195,34510.575052
610.0,59,34517.481638
612.0,57,34524.372864
2812.0,748,34599.383789
2650.0,266,34627.19742
1925.0,200,34649.723743
2378.0,258,34677.419092
1739.0,187,34698.328341
2309.0,517,34751.722993
1706.0,155,34767.03333
3014.0,651,34833.70942
2397.0,748,34914.960084
1919.0,183,34932.892742
3051.0,414,34973.616844
2732.0,748,35048.708564
2358.0,233,35074.649878
2339.0,359,35112.885272
2304.0,583,35172.20578
1862.0,176,35191.701804
2721.0,748,35270.550921
608.0,58,35276.361428
2632.0,374,35315.355172
3026.0,518,35370.975864
1917.0,202,35391.029131
1921.0,218,35412.364075
2379.0,261,35440.400954
3018.0,600,35502.030793
2359.0,277,35531.61528
2311.0,522,35583.426195
2287.0,610,35648.707101
1927.0,215,35670.082817
2348.0,319,35704.028789
2797.0,748,35781.713136
629.0,74,35789.034765
1443.0,127,35801.735568
1693.0,160,35819.992592
2407.0,748,35899.27453
1933.0,173,35918.755856
1022.0,248,35943.349995
2338.0,387,35983.8417
610.0,82,35991.943657
1442.0,129,36004.864477
2319.0,572,36063.281561
2197.0,748,36143.661219
2488.0,748,36223.827929
1863.0,220,36245.426633
1046.0,160,36263.584438
1711.0,197,36283.155468
653.0,68,36289.560075
1940.0,237,36317.388001
2203.0,748,36395.630927
1941.0,211,36418.769791
818.0,146,36433.57817
1912.0,214,36455.684705
1698.0,169,36472.415226
815.0,137,36486.401337
1662.0,362,36524.586417
648.0,68,36531.353087
1703.0,164,36549.167029
1421.0,177,36568.263352
2462.0,748,36646.618882
1382.0,367,36688.091488
1695.0,207,36709.597565
2801.0,748,36785.698734
3010.0,747,36864.098287
1954.0,179,36881.750891
1928.0,179,36899.550381
1932.0,213,36922.891233
3042.0,531,36978.478395
3138.0,657,37052.522623
2364.0,317,37086.436362
3048.0,434,37129.262462
2374.0,236,37152.582869
2642.0,316,37186.584533
1711.0,161,37200.974403
653.0,67,37208.384777
1700.0,151,37225.210199
1947.0,187,37244.562764
1693.0,161,37260.417827
2300.0,619,37326.041985
3027.0,559,37384.553637
1335.0,142,37398.572517
606.0,58,37404.304544
3075.0,358,37443.849654
2938.0,748,37522.766075
1970.0,178,37540.227736
2362.0,436,37585.644257
2616.0,449,37632.714436
611.0,59,37638.930565
1932.0,188,37659.116379
612.0,57,37665.470182
1592.0,169,37683.012242
1856.0,186,37704.490923
1340.0,144,37718.901832
2246.0,748,37801.736949
1358.0,120,37813.538777
2780.0,748,37890.333057
1357.0,120,37902.543942
3016.0,612,37968.321854
1713.0,150,37984.637084
2421.0,748,38063.114694
2966.0,748,38140.203514
3014.0,515,38193.581414
1339.0,131,38208.30118
1707.0,161,38225.594561
3143.0,572,38289.101948
747.0,97,38299.638796
3001.0,738,38375.442316
1931.0,169,38394.190248
3014.0,571,38457.142827
1935.0,192,38476.488955
2695.0,748,38554.918849
2353.0,326,38589.63348
2312.0,473,38638.392694
605.0,61,38645.473038
1708.0,155,38663.197439
2294.0,639,38730.687858
2598.0,420,38776.894745
1710.0,163,38794.20371
2422.0,748,38871.707061
1054.0,101,38881.593881
3027.0,450,38931.437664
1946.0,170,38948.431958
1927.0,170,38967.52293
631.0,71,38973.845273
2968.0,748,39050.694621
2311.0,586,39114.216795
2359.0,308,39146.782081
2663.0,238,39170.408764
2653.0,748,39250.001147
1666.0,168,39268.994111
2608.0,446,39317.19735
1919.0,169,39334.444479
2726.0,748,39412.882749
3009.0,548,39470.306718
2644.0,313,39501.376734
653.0,75,39509.476242
3005.0,727,39588.445021
2367.0,236,39615.624486
1941.0,168,39633.271035
2357.0,300,39662.705138
1920.0,168,39681.263634
605.0,59,39687.853071
1702.0,157,39704.221208
2359.0,399,39745.874443
1942.0,172,39765.191426
2812.0,748,39843.348847
605.0,57,39849.277248
2993.0,624,39917.29097
2631.0,558,39977.235537
663.0,75,39984.701415
1941.0,196,40004.008445
2371.0,247,40030.82744
3059.0,316,40062.901924
290.0,748,40141.400799
1899.0,165,40160.036267
3025.0,543,40218.601825
2377.0,243,40244.773504
2800.0,748,40321.649665
1702.0,153,40339.070994
3053.0,427,40383.409876
1589.0,160,40402.317201
2354.0,383,40441.76834
3008.0,654,40510.231283
1932.0,186,40530.398166
3023.0,575,40592.059917
245.0,27,40595.860081
2376.0,246,40623.634614
3008.0,729,40700.239369
3029.0,504,40754.897288
610.0,57,40760.627333
1923.0,180,40780.652957
2350.0,443,40826.56013
1937.0,170,40843.422088
2395.0,254,40872.520026
1947.0,171,40889.579213
3038.0,547,40946.147192
2311.0,669,41016.920447
2632.0,339,41052.262283
1701.0,224,41077.014023
749.0,99,41089.136015
1330.0,141,41102.957902
2321.0,569,41164.795307
240.0,30,41167.88384
1681.0,178,41187.815685
1441.0,162,41206.080087
1723.0,169,41222.891933
1930.0,186,41243.789576
2658.0,272,41271.391815
1707.0,164,41289.257999
1952.0,172,41309.581815
1447.0,127,41324.162956
608.0,58,41330.358348
828.0,122,41342.29477
1931.0,175,41361.97274
1967.0,174,41379.305167
1574.0,142,41393.35583
1920.0,195,41412.903536
2657.0,268,41444.029241
1441.0,130,41456.806616
2333.0,477,41506.39719
2364.0,241,41533.500104
1438.0,135,41548.794378
2368.0,249,41575.59874
1437.0,128,41588.867556
1352.0,120,41600.666884
1437.0,128,41613.436928
1437.0,127,41627.684891
2822.0,748,41708.32432
2986.0,680,41779.696176
3070.0,373,41818.063077
1920.0,189,41839.205717
1862.0,177,41858.98804
2343.0,316,41892.259906
1952.0,171,41911.378262
3028.0,584,41974.414095
2380.0,226,41998.843202
2588.0,711,42073.796311
2342.0,310,42106.569433
1345.0,121,42118.996653
1936.0,180,42140.15416
1880.0,164,42156.95017
2295.0,642,42226.168496
3049.0,429,42271.892948
1330.0,134,42285.179602
3022.0,535,42342.724779
1876.0,171,42359.691821
3016.0,634,42427.211318
3070.0,374,42467.880338
3061.0,365,42506.717219
2376.0,230,42531.175159
2871.0,748,42612.474664
1931.0,169,42630.607395
3019.0,681,42703.333694
1711.0,165,42719.764172
1942.0,170,42738.929914
2383.0,227,42763.139934
1696.0,162,42780.89811
2377.0,248,42806.990846
2350.0,362,42845.605273
3013.0,726,42922.763758
3020.0,564,42982.054159
2651.0,298,43014.969568
1873.0,164,43033.236023
1433.0,138,43047.510303
1911.0,195,43069.428985
604.0,61,43075.998806
817.0,126,43088.359634
1057.0,107,43099.106635
2330.0,522,43155.412987
1931.0,189,43176.44531
3028.0,577,43239.168169
1929.0,168,43255.805914
1935.0,169,43274.870658
1057.0,107,43285.407919
3047.0,481,43334.186617
1335.0,134,43349.101509
1951.0,182,43367.22541
2359.0,354,43408.19746
1051.0,97,43417.833217
2350.0,395,43462.086895
1704.0,170,43481.070634
2364.0,250,43506.361826
1334.0,131,43519.516917
2217.0,748,43600.924868
1705.0,170,43619.986846
1429.0,162,43636.068388
2982.0,748,43716.233265
1925.0,173,43735.603975
1925.0,198,43757.275109
1918.0,195,43778.330189
2382.0,239,43802.348929
1729.0,157,43819.134368
1727.0,158,43836.141657
2361.0,391,43879.284406
2605.0,519,43935.14728
1943.0,179,43955.244262
1734.0,152,43972.479114
1908.0,178,43991.206688
2361.0,313,44024.293479
1932.0,170,44043.261885
3012.0,634,44112.233945
1424.0,162,44130.712025
2785.0,748,44212.668937
2392.0,214,44236.538118
1928.0,170,44253.336185
712.0,748,44334.064999
3048.0,454,44384.019585
1951.0,171,44402.020819
1581.0,140,44415.976507
3040.0,487,44467.511903
2002.0,748,44548.319988
3004.0,677,44622.552745
2386.0,239,44646.826541
2375.0,226,44671.61268
3065.0,390,44712.258626
3069.0,395,44754.399011
3044.0,521,44810.630067
3447.0,598,44879.314584
2971.0,748,44962.332621
625.0,74,44971.608487
1952.0,184,44991.083571
3078.0,308,45024.015915
3003.0,732,45103.493467
2373.0,344,45139.553723
3040.0,467,45189.463197
1938.0,169,45208.473441
1341.0,168,45225.159576
609.0,58,45230.751985
2986.0,738,45311.877793
648.0,67,45318.584512
2378.0,223,45342.917977
2678.0,261,45371.461764
2367.0,232,45398.064224
1049.0,102,45408.024382
2054.0,748,45487.44859
817.0,125,45502.292023
2386.0,212,45525.876462
764.0,116,45538.174371
2333.0,451,45585.321891
2594.0,532,45640.524882
736.0,90,45651.235821
1936.0,169,45670.158375
3039.0,424,45713.711477
1943.0,173,45733.206203
3056.0,433,45783.00661
2054.0,748,45861.52533
3048.0,476,45912.764587
3064.0,315,45947.026096
2054.0,748,46026.495511
3015.0,588,46089.573876
3018.0,524,46143.900736
2388.0,241,46171.010508
3095.0,267,46199.90769
2372.0,271,46229.22626
3067.0,393,46272.183739
1948.0,212,46295.574736
653.0,67,46302.197302
1946.0,186,46322.992155
611.0,58,46328.62185
2386.0,234,46354.917881
1051.0,121,46367.147053
761.0,98,46376.782156
2380.0,258,46404.670721
3057.0,405,46449.362725
2375.0,271,46477.029048
3060.0,306,46509.774529
2388.0,245,46537.274231
2394.0,293,46567.132114
2371.0,236,46593.593414
743.0,95,46603.265897
1353.0,161,46621.195005
2386.0,225,46646.449162
2365.0,338,46682.182148
2370.0,338,46717.936056
2384.0,258,46745.121039
3015.0,621,46813.009452
2667.0,255,46839.052427
2589.0,677,46913.994804
1659.0,186,46934.714839
2613.0,407,46975.070226
3034.0,493,47028.409422
741.0,107,47043.845769
1590.0,199,47065.426147
3087.0,330,47102.86683
1948.0,169,47121.274421
2806.0,748,47202.409431
3061.0,494,47256.748469
3085.0,349,47293.658284
1690.0,162,47309.753519
2658.0,262,47337.32763
3034.0,499,47391.186573
1731.0,168,47409.826949
2380.0,265,47436.463848
3465.0,555,47499.311217
1933.0,211,47522.019983
1054.0,116,47534.939162
2367.0,297,47566.623099
2356.0,293,47597.418114
2384.0,227,47620.805506
3057.0,381,47664.500288
749.0,108,47675.817482
2640.0,449,47726.004559
3085.0,339,47762.89652
3035.0,489,47814.393793
3078.0,382,47856.985747
1062.0,129,47869.57944
1348.0,132,47885.062072
1857.0,180,47905.17507
1936.0,200,47924.965029
1345.0,144,47941.465434
2633.0,339,47977.861817
2363.0,284,48009.869646
2372.0,261,48035.615708
2992.0,729,48114.487115
1937.0,221,48136.272847
2385.0,271,48167.503811
736.0,73,48174.669767
3054.0,531,48229.067205
2010.0,748,48310.571326
3019.0,546,48369.35126
3064.0,404,48414.679715
2768.0,748,48493.594395
3071.0,337,48531.448291
735.0,128,48546.394224
2860.0,748,48627.053828
1441.0,146,48643.43011
2369.0,223,48665.885752
618.0,63,48672.15613
3047.0,543,48729.871002
2710.0,748,48809.915809
2982.0,748,48890.697538
3098.0,307,48925.532938
3069.0,454,48972.768325
1361.0,128,48986.98849
3098.0,357,49023.669915
1952.0,180,49043.800148
1347.0,132,49059.032412
2977.0,748,49137.51191
3070.0,394,49180.78442
2977.0,748,49260.18521
2627.0,455,49310.541308
2365.0,222,49338.722518
3121.0,664,49421.584582
3004.0,678,49500.842761
3050.0,495,49558.909086
607.0,58,49565.73837
241.0,32,49570.760003
2993.0,702,49665.249944
2374.0,230,49706.346509
3070.0,315,49749.425865
1052.0,97,49763.670253
1705.0,170,49784.557044
621.0,75,49794.043947
2982.0,748,49891.787305
3095.0,297,49929.522882
3076.0,340,49972.65484
2744.0,748,50064.590116
3042.0,409,50116.864996
2385.0,226,50147.76651
3015.0,648,50223.908634
3089.0,325,50267.162138
2370.0,233,50295.524217
3036.0,617,50369.71506
1446.0,128,50385.799095
1357.0,132,50406.452718
3047.0,401,50457.382566
3033.0,458,50516.017524
3012.0,607,50586.869883
3139.0,663,50662.439996
1358.0,124,50676.376463
3148.0,491,50733.350377
2661.0,247,50759.939327
2392.0,241,50786.046753
2752.0,304,50819.013397
2966.0,748,50899.275391
3045.0,446,50949.110301
652.0,74,50956.323568
3067.0,356,50996.087445
3043.0,607,51064.766927
3072.0,332,51099.741838
2759.0,296,51132.272285
1935.0,169,51150.13684
2349.0,423,51197.140127
3067.0,407,51240.28674
3025.0,671,51313.835756
608.0,59,51319.482337
3173.0,1049,51435.433729
2387.0,242,51464.581452
1576.0,748,51545.388146
606.0,60,51552.02106
3065.0,295,51584.772997
2336.0,748,51666.887163
2374.0,244,51693.681657
1856.0,183,51714.095426
2377.0,214,51737.549965
3935.0,577,51800.601866
1356.0,124,51814.74614
1947.0,195,51835.412157
2397.0,269,51864.418427
2390.0,239,51892.304667
2387.0,231,51917.520741
2648.0,303,51949.677974
2802.0,748,52028.867131
2651.0,254,52058.134537
3060.0,443,52108.422953
1950.0,179,52131.955768
2357.0,323,52165.705107
2658.0,250,52192.523144
2683.0,243,52219.732338
3084.0,346,52255.911881
2801.0,748,52337.17073
1921.0,179,52354.253195
3072.0,308,52388.60068
2981.0,748,52474.191034
3065.0,317,52509.424971
2962.0,748,52589.22793
2349.0,332,52626.653154
2662.0,247,52653.395006
3048.0,373,52693.813441
2366.0,225,52718.955249
2606.0,428,52764.58441
3008.0,701,52841.974662
1934.0,169,52861.058334
609.0,63,52867.164376
3053.0,507,52921.724256
1328.0,132,52936.457817
1929.0,170,52955.133176
1328.0,130,52968.125562
1890.0,174,52987.117833
613.0,59,52992.437473
1947.0,193,53014.093888
3036.0,541,53077.521842
1940.0,168,53095.015392
1878.0,184,53114.985662
614.0,76,53124.847255
2769.0,748,53206.606701
2737.0,748,53286.00046
1864.0,224,53310.700496
2757.0,276,53341.155157
3149.0,573,53404.653618
611.0,59,53410.586638
607.0,57,53416.239386
607.0,57,53421.795347
607.0,57,53428.779005
608.0,58,53435.607664
611.0,61,53441.497514
252.0,27,53444.283112
252.0,27,53447.753021
252.0,27,53451.346967
252.0,27,53454.43871
252.0,27,53457.284367
252.0,28,53459.9319
236.0,31,53462.98291
249.0,27,53465.780785
252.0,27,53468.282104
252.0,27,53470.960972
252.0,27,53473.819941
252.0,27,53477.839482
723.0,197,53498.031467
252.0,27,53500.819123
252.0,27,53504.521775
1432.0,143,53519.880655
248.0,29,53523.458457
1432.0,177,53543.148132
247.0,28,53547.052418
252.0,27,53550.197892
248.0,27,53553.022386
250.0,27,53555.620948
252.0,27,53558.172689
252.0,27,53561.014632
252.0,27,53563.600608
252.0,27,53566.19999
249.0,27,53569.033593
252.0,27,53571.640228
252.0,27,53574.21958
252.0,27,53577.051263
252.0,27,53580.805684
252.0,27,53584.165525
252.0,27,53587.161168
250.0,27,53589.952113
252.0,27,53592.468837
3063.0,427,53634.636832
822.0,127,53651.570212
613.0,62,53658.286874
1437.0,130,53673.094483
607.0,58,53679.117868
2363.0,234,53704.69973
612.0,64,53710.919294
3074.0,403,53754.881247
3061.0,419,53800.222352
1435.0,135,53813.79347
648.0,67,53820.395799
1922.0,189,53841.554303
3003.0,682,53915.624469
1703.0,172,53933.978894
608.0,58,53939.852934
1709.0,160,53958.092651
1344.0,157,53974.800646
3071.0,318,54008.196204
3070.0,369,54047.633255
2689.0,552,54109.015212
1871.0,400,54150.740154
3043.0,531,54209.960025
2206.0,748,54289.84501
620.0,65,54297.012717
2370.0,238,54321.752275
1932.0,200,54343.94262
826.0,748,54425.55996
3022.0,505,54479.585363
3033.0,557,54539.44206
3025.0,572,54602.009335
1918.0,169,54618.851494
3028.0,635,54689.646705
3052.0,437,54737.267411
2791.0,748,54819.617173
2346.0,263,54845.78902
2737.0,748,54927.719167
